,object_index,x,y,barycenter_ra,barycenter_dec,aperture_flux,aperture_flux_error,time,flux_radius,gaussian_fwhm,background,threshold,flux_max,isoarea_image,prof_rms_major_axis,prof_rms_minor_axis,pos_angle,flags
120,121,897.4571,332.712,354.6725911,42.4452096,10712.06,193.338,0.0,1.3,2.6,63.05689,24.78594,1437.46,35.0,1.191,0.978,-48.1,0
121,122,895.518,335.5238,354.6726691,42.4451958,10837.47,193.1728,0.006333333333333333,1.16,2.33,62.33678,24.76867,1486.919,32.0,1.146,0.889,-50.92,0
125,126,877.5533,360.373,354.6726222,42.4451925,10245.7,191.8795,0.06333333333333334,1.285,2.73,60.42808,24.60026,1404.27,33.0,1.239,0.895,-49.36,0
123,124,875.6975,363.4229,354.6726043,42.4452025,10386.76,191.1855,0.06966666666666667,1.204,2.45,60.41601,24.50999,1534.082,33.0,1.149,0.89,-46.76,0
135,136,63.6023,257.3261,354.6727745,42.4452593,11105.76,189.0182,0.7093333333333333,1.378,2.8,54.99881,24.23469,1271.702,33.0,1.247,0.958,-53.24,0
138,139,66.216,254.6892,354.6727155,42.4452466,10835.58,189.6627,0.7156666666666667,1.456,3.05,55.30441,24.31733,1108.547,38.0,1.326,1.016,-45.07,0
139,140,68.9744,252.3342,354.672715,42.4452371,10810.78,189.2807,0.722,1.342,2.74,54.93918,24.2709,1272.81,37.0,1.224,1.025,-47.65,0
198,199,71.4137,250.2971,354.6727014,42.4452428,3990.998,188.9167,0.7283333333333334,1.124,2.13,55.42926,24.22168,613.2027,21.0,0.983,0.825,-10.98,0
146,147,179.3996,481.8872,354.6726699,42.4452232,5134.034,190.5038,0.7346666666666666,1.1,1.73,55.75921,24.42517,878.8219,25.0,0.979,0.863,-83.24,0
102,103,181.3423,480.2426,354.6727503,42.4452624,10630.13,189.073,0.741,1.28,2.57,54.88645,24.24171,1291.089,37.0,1.251,0.944,-42.35,0
99,100,183.9521,477.6014,354.6727349,42.4452406,10623.06,189.2071,0.7473333333333333,1.3,2.62,54.94841,24.27168,1503.269,39.0,1.228,0.978,-39.58,0
102,103,186.8414,475.2073,354.6727382,42.4452406,10710.39,189.2053,0.7536666666666666,1.303,2.78,55.28563,24.2689,1407.366,36.0,1.272,0.928,-31.77,0
124,125,873.6909,366.2947,354.6726234,42.4452048,10786.96,191.7647,0.07599999999999998,1.257,2.56,60.24084,24.58425,1556.733,34.0,1.216,0.888,-46.44,0
98,99,254.3108,632.9067,354.6727148,42.4452294,8908.097,189.9699,0.76,1.282,2.6,54.72135,24.35544,1075.745,34.0,1.202,0.939,-70.75,0
80,81,256.5709,630.8849,354.672713,42.4452363,10384.34,188.6588,0.7663333333333333,1.152,2.15,54.53808,24.18989,1776.072,29.0,1.056,0.856,-19.08,0
74,75,259.4318,628.6151,354.672776,42.4452882,10919.69,189.6294,0.7726666666666666,1.288,2.72,54.72408,24.3233,1429.484,33.0,1.231,0.887,-40.55,0
78,79,262.0645,626.2167,354.6727162,42.4452616,10693.77,189.3519,0.7789999999999999,1.259,2.68,54.6592,24.2762,1362.423,34.0,1.158,0.897,-28.01,0
78,79,264.8981,623.8715,354.6727544,42.4452787,10469.99,189.3739,0.7853333333333333,1.289,2.94,54.29879,24.2803,1581.251,33.0,1.203,0.868,-34.4,0
76,77,267.6602,621.6223,354.672754,42.4452667,10272.39,188.6556,0.7916666666666666,1.147,2.22,54.47031,24.19203,1626.557,33.0,1.152,0.845,-32.88,0
77,78,270.6349,619.2574,354.6727488,42.4452829,10571.06,188.9711,0.7979999999999999,1.297,2.67,54.44423,24.22483,1453.889,33.0,1.186,0.924,-38.26,0
83,84,273.4136,616.9926,354.6726897,42.4452543,10391.19,189.0267,0.8043333333333332,1.198,2.24,54.11497,24.25749,1652.04,32.0,1.099,0.882,-32.84,0
70,71,276.8301,614.614,354.6728945,42.4453957,10504.02,189.4713,0.8106666666666666,1.636,3.44,54.27086,24.30557,1256.5,44.0,1.517,1.094,-28.56,0
81,82,279.3069,612.1486,354.6727177,42.4452633,10326.0,189.6123,0.817,1.226,2.29,54.45617,24.30831,1496.612,32.0,1.086,0.926,-55.21,0
122,123,871.6492,368.978,354.6726238,42.4452371,10665.16,190.994,0.08233333333333333,1.197,2.35,59.88679,24.48803,1781.042,33.0,1.084,0.897,-54.85,0
83,84,281.9042,609.7913,354.6727224,42.4452572,10186.89,188.3369,0.8233333333333334,1.294,2.95,54.13553,24.14607,1484.766,36.0,1.209,0.944,-31.76,0
80,81,284.8362,607.4728,354.6727504,42.445268,10827.73,188.6314,0.8296666666666666,1.196,2.31,54.21163,24.18764,1564.455,35.0,1.164,0.883,-42.47,0
79,80,287.5708,605.1502,354.6727128,42.4452535,10539.15,188.394,0.836,1.197,2.29,54.60794,24.15466,1772.043,34.0,1.156,0.878,-23.77,0
77,78,290.5577,602.771,354.6727639,42.445294,10976.8,189.1347,0.8423333333333333,1.285,2.91,54.22266,24.24836,1447.253,35.0,1.213,0.888,-36.86,0
79,80,293.8173,600.3069,354.6727787,42.4453074,9881.415,189.2583,0.8486666666666667,1.283,2.41,54.83178,24.26676,1258.144,35.0,1.174,0.972,-23.35,0
84,85,296.3871,598.053,354.672807,42.445314,10235.84,189.3331,0.855,1.32,3.03,54.94726,24.28018,1350.418,36.0,1.252,0.903,-41.66,0
79,80,299.264,595.8036,354.6727504,42.4453043,10122.11,188.849,0.8613333333333333,1.263,2.98,54.35992,24.21937,1570.541,29.0,1.18,0.823,-33.33,0
75,76,302.2389,593.3272,354.6728475,42.4453483,10185.7,189.1199,0.8676666666666667,1.367,3.27,54.58676,24.25156,1241.062,33.0,1.359,0.848,-45.13,0
87,88,305.0249,591.3738,354.6727325,42.4452744,10418.23,189.1338,0.874,1.219,2.69,54.43982,24.25335,1361.93,31.0,1.179,0.815,-26.71,0
86,87,307.9208,589.0481,354.6727327,42.4452805,10739.22,188.3099,0.8803333333333332,1.301,2.87,54.26788,24.15024,1636.017,35.0,1.282,0.859,-41.94,0
121,122,869.5259,371.7136,354.6726196,42.4452037,10466.62,191.1798,0.08866666666666666,1.289,2.62,60.10814,24.51184,1372.502,36.0,1.23,0.908,-46.14,0
84,85,310.9562,586.9758,354.6727248,42.4452683,10205.07,189.4716,0.8866666666666667,1.259,2.84,54.70372,24.29154,1600.142,32.0,1.162,0.851,-32.08,0
83,84,313.9373,584.6339,354.6727364,42.445261,10287.38,188.6987,0.8929999999999999,1.188,2.42,54.46632,24.19883,1779.458,34.0,1.183,0.848,-31.89,0
87,88,316.7972,582.5538,354.6727529,42.4452802,10825.47,189.0629,0.8993333333333333,1.171,2.38,54.73713,24.25064,1535.168,33.0,1.13,0.846,-32.88,0
81,82,319.6823,580.1201,354.672731,42.4452717,10613.19,189.151,0.9056666666666666,1.193,2.46,54.48088,24.253,1743.51,32.0,1.09,0.887,-27.19,0
70,71,322.9542,577.6841,354.6730263,42.445482,10051.81,189.8988,0.9119999999999999,1.77,4.86,54.0381,24.35144,946.1948,53.0,1.76,1.138,-39.31,0
78,79,325.6574,575.2693,354.6727942,42.4452708,10470.03,188.1943,0.9183333333333333,1.217,2.56,54.19923,24.13033,1378.452,31.0,1.13,0.9,-46.08,0
81,82,328.4552,572.8041,354.6727821,42.4452822,10235.68,188.8127,0.9246666666666666,1.303,2.88,54.18744,24.216,1298.761,34.0,1.234,0.898,-39.93,0
89,90,331.4377,570.2986,354.672764,42.4452829,10208.53,189.3988,0.931,1.204,2.45,54.27666,24.28349,1643.697,34.0,1.183,0.898,-35.79,0
84,85,337.3381,565.9385,354.6727226,42.4452241,10383.05,188.9564,0.9436666666666665,1.194,2.27,54.36484,24.22422,1659.912,34.0,1.131,0.895,-36.5,0
87,88,340.5463,563.9385,354.6727475,42.4452713,9939.425,188.2778,0.95,1.343,3.2,54.16966,24.13722,1312.663,33.0,1.247,0.876,-36.57,0
121,122,867.3083,374.7193,354.6726477,42.4452439,10689.17,190.1343,0.095,1.142,2.08,60.18827,24.37395,1843.728,32.0,1.064,0.891,-42.26,0
81,82,343.443,561.514,354.6727153,42.4452465,10199.75,188.6535,0.9563333333333333,1.149,2.54,54.26903,24.19048,1617.493,31.0,1.149,0.823,-33.57,0
81,82,346.5352,559.1642,354.6727413,42.445286,10375.19,189.1339,0.9626666666666667,1.25,2.6,53.63174,24.24952,1602.139,34.0,1.236,0.876,-36.03,0
83,84,349.5688,556.9009,354.6727424,42.4452604,9964.556,188.4098,0.969,1.246,2.64,53.66763,24.15796,1551.108,32.0,1.181,0.853,-38.2,0
87,88,352.7776,554.635,354.6727213,42.4452703,10298.52,188.7076,0.9753333333333333,1.29,2.96,53.82243,24.19997,1328.456,38.0,1.241,0.92,-39.36,0
84,85,355.6329,552.2484,354.6728158,42.4452897,10259.08,189.163,0.9816666666666667,1.388,3.26,53.89258,24.25071,1388.641,39.0,1.382,0.954,-42.49,0
87,88,358.699,549.9694,354.6727355,42.4452807,10188.01,188.6305,0.9879999999999999,1.318,2.86,53.90001,24.18626,1565.675,32.0,1.26,0.841,-26.69,0
88,89,361.7133,547.7581,354.6727361,42.445275,10058.99,188.89,0.9943333333333334,1.288,2.95,53.80173,24.22081,1407.309,32.0,1.203,0.877,-33.46,0
87,88,364.8138,545.3842,354.6727303,42.4452465,9793.493,188.6528,1.0006666666666666,1.255,2.64,53.56359,24.20568,1319.144,36.0,1.226,0.916,-34.29,0
87,88,367.973,543.29,354.6727856,42.4453091,10116.59,188.6545,1.007,1.308,2.81,53.64229,24.18679,1350.318,37.0,1.293,0.915,-38.16,0
96,97,371.1939,540.8785,354.6727203,42.4452513,10049.49,188.8261,1.0133333333333334,1.241,2.39,53.28139,24.20243,1661.518,34.0,1.138,0.922,-30.68,0
126,127,865.2975,377.3736,354.6726524,42.4452041,10658.01,191.1242,0.10133333333333333,1.211,2.5,59.3097,24.50214,1507.752,35.0,1.231,0.862,-55.39,0
87,88,374.1647,538.893,354.6727183,42.4452712,10220.45,188.7003,1.0196666666666665,1.286,2.8,53.28363,24.19775,1618.294,32.0,1.21,0.867,-30.39,0
93,94,377.0616,536.4531,354.6727641,42.4452549,10319.55,188.9023,1.026,1.233,2.92,53.31001,24.21602,1530.655,36.0,1.207,0.883,-26.61,0
93,94,380.2612,534.2946,354.6727424,42.4452626,10266.53,188.3428,1.0323333333333333,1.24,2.78,53.05693,24.14556,1398.464,36.0,1.261,0.86,-38.95,0
93,94,383.4451,532.1143,354.6727404,42.4452542,10373.46,188.181,1.0386666666666666,1.268,2.68,53.21313,24.13117,1424.125,32.0,1.183,0.893,-31.28,0
89,90,386.5116,529.9011,354.6726965,42.4453212,10539.63,188.1923,1.045,1.338,3.19,53.33671,24.13007,1448.505,35.0,1.318,0.871,-38.25,0
90,91,390.1316,527.8199,354.6726966,42.4452314,10483.21,188.3641,1.0513333333333332,1.182,2.28,53.48901,24.14829,1883.424,31.0,1.09,0.853,-26.37,0
95,96,393.1331,525.5605,354.6727387,42.4452825,10488.37,188.0065,1.0576666666666668,1.237,2.62,53.00856,24.10499,1640.331,31.0,1.213,0.816,-35.98,0
98,99,396.1201,523.3888,354.6727366,42.4452564,10268.67,188.6749,1.064,1.252,2.69,53.21779,24.18559,1444.327,35.0,1.199,0.912,-31.71,0
97,98,399.3407,521.2567,354.6727138,42.4452586,10290.18,188.8992,1.0703333333333331,1.211,2.64,53.36678,24.2169,1624.735,32.0,1.183,0.853,-28.26,0
92,93,402.5857,518.9041,354.6727192,42.4452263,10416.32,188.6197,1.0766666666666667,1.364,2.6,53.19294,24.18233,1527.615,40.0,1.331,0.998,-43.45,0
121,122,863.2092,380.1261,354.6726474,42.4452337,10462.98,190.6884,0.10766666666666666,1.192,2.17,58.96717,24.4437,1801.733,32.0,1.057,0.884,-45.97,0
101,102,405.7496,516.6782,354.6726798,42.4452396,10480.42,187.9891,1.083,1.16,2.2,53.43742,24.10783,1685.289,31.0,1.125,0.873,-34.4,0
96,97,408.7163,514.8077,354.67271,42.4452597,10016.9,188.3957,1.0893333333333333,1.292,2.69,53.25525,24.1498,1449.344,33.0,1.23,0.905,-35.92,0
94,95,411.8475,512.2529,354.6727323,42.4452566,10274.36,188.2949,1.0956666666666666,1.307,2.7,53.1687,24.14196,1440.609,37.0,1.293,0.924,-35.26,0
93,94,415.5157,509.9928,354.6726969,42.4452236,10556.33,189.1143,1.1019999999999999,1.25,2.1,53.30925,24.24319,1650.42,37.0,1.167,0.982,-41.83,0
97,98,418.6862,507.7802,354.6727057,42.4452616,10567.52,188.3423,1.1083333333333334,1.296,2.86,53.0845,24.14931,1313.867,36.0,1.239,0.905,-21.03,0
97,98,421.4979,505.566,354.6727358,42.4452643,10105.44,187.8282,1.1146666666666667,1.221,2.66,52.998,24.08213,1538.41,33.0,1.219,0.874,-31.11,0
101,102,424.5838,503.5836,354.6727418,42.4452407,10211.39,189.2242,1.121,1.203,2.33,53.1136,24.27643,1579.37,37.0,1.175,0.966,-25.46,0
102,103,428.3503,501.2963,354.6727789,42.4452992,10202.77,188.7092,1.1273333333333333,1.373,3.12,52.6093,24.18999,1298.331,34.0,1.307,0.918,-29.31,0
94,95,431.5047,499.0011,354.6727207,42.4452512,10383.0,187.8327,1.1336666666666666,1.285,2.52,52.97456,24.08397,1336.902,33.0,1.24,0.906,-43.71,0
100,101,434.4762,496.9438,354.6726978,42.4452333,10165.3,188.3189,1.14,1.266,2.45,53.0442,24.14503,1598.599,34.0,1.192,0.908,-33.85,0
122,123,861.0645,383.056,354.6726537,42.4452298,10346.38,190.757,0.11399999999999999,1.3,3.18,59.04084,24.45634,1445.447,35.0,1.19,0.887,-54.92,0
96,97,437.808,495.0862,354.67276,42.4452768,10322.58,188.1788,1.1463333333333332,1.307,2.85,52.70406,24.12453,1594.252,32.0,1.247,0.872,-25.47,0
101,102,440.9185,492.722,354.6727737,42.4452656,10117.11,188.0004,1.1526666666666667,1.303,2.91,52.84935,24.10546,1571.466,33.0,1.226,0.876,-40.39,0
99,100,444.2773,490.6547,354.6727456,42.4452616,10448.9,188.3017,1.159,1.237,2.58,52.72887,24.14283,1701.69,36.0,1.209,0.919,-23.84,0
106,107,447.3871,488.4436,354.6727132,42.4452817,10430.03,187.7303,1.165333333333333,1.185,2.48,52.90899,24.08224,1567.253,33.0,1.193,0.846,-30.07,0
101,102,450.5693,486.5278,354.672728,42.4452705,10138.29,187.7406,1.1716666666666666,1.275,2.85,52.54931,24.07596,1304.159,36.0,1.257,0.911,-28.28,0
100,101,453.6242,484.2234,354.6727358,42.445242,10376.38,188.312,1.178,1.29,2.89,52.6514,24.15178,1450.112,36.0,1.255,0.921,-25.84,0
106,107,456.6813,482.2419,354.6727443,42.4452609,10086.78,187.7917,1.1843333333333335,1.269,2.8,52.66478,24.08504,1480.619,32.0,1.235,0.86,-32.63,0
95,96,460.0026,480.0301,354.6727151,42.4452427,10338.18,187.5941,1.1906666666666665,1.335,2.84,52.57894,24.06477,1364.679,35.0,1.223,0.927,-27.54,0
106,107,463.7784,477.8238,354.6727013,42.445234,10853.94,187.7168,1.1969999999999998,1.26,2.31,52.5947,24.07797,1791.583,40.0,1.238,0.95,-36.88,0
102,103,466.7857,475.815,354.6726961,42.4452211,10228.06,187.862,1.2033333333333334,1.285,2.85,52.89536,24.10548,1581.422,33.0,1.199,0.902,-29.56,0
125,126,858.8817,385.5881,354.6726425,42.4452371,11255.21,191.3155,0.12033333333333333,1.205,2.11,59.15901,24.52279,1757.771,35.0,1.095,0.978,-62.82,0
94,95,470.2085,473.7659,354.6727674,42.4453079,10375.3,189.3496,1.2096666666666667,1.427,3.54,52.25803,24.28869,1188.691,39.0,1.407,0.94,-29.58,0
103,104,473.4684,471.7103,354.672774,42.4452826,10121.91,188.2834,1.2159999999999997,1.367,2.84,52.29152,24.14048,1396.461,38.0,1.288,0.958,-33.41,0
105,106,476.6011,469.7304,354.672744,42.4452862,10264.16,187.9294,1.2223333333333333,1.412,3.34,52.52495,24.09636,1183.393,39.0,1.338,0.973,-30.72,0
98,99,479.7122,467.6224,354.6727875,42.4452925,10192.34,187.8306,1.2286666666666666,1.441,3.34,52.70641,24.08242,1172.195,37.0,1.379,0.94,-35.37,0
99,100,482.8502,465.5889,354.672745,42.4452806,10873.01,188.2341,1.235,1.284,2.49,52.03199,24.14051,1531.817,39.0,1.306,0.892,-27.87,0
92,93,486.3125,463.6478,354.6727188,42.4452651,10142.62,187.8504,1.2413333333333332,1.632,5.33,52.57011,24.08623,1037.432,35.0,1.613,0.817,-24.03,0
114,115,572.9749,485.3825,354.6726808,42.4452155,7860.408,188.4678,1.2476666666666665,1.101,2.14,52.5422,24.17684,1278.474,28.0,1.017,0.863,-13.69,0
118,119,575.6904,483.9134,354.6726738,42.4452128,7077.084,188.4381,1.254,1.279,2.49,52.52714,24.15524,1229.729,29.0,1.131,0.891,-28.35,0
140,141,447.179,443.2679,354.6727092,42.4452286,6867.202,188.6131,1.2603333333333333,1.151,2.13,52.28264,24.18276,1071.107,25.0,1.006,0.885,-25.61,0
162,163,160.9857,449.2971,354.6726618,42.4452307,5552.218,188.8108,1.2666666666666666,1.193,2.02,51.59724,24.20811,874.277,27.0,1.027,0.938,4.27,0
100,101,893.6669,338.1213,354.6726823,42.4452332,10451.09,192.8264,0.012666666666666666,1.482,2.99,62.59159,24.72036,1126.487,45.0,1.546,0.991,-80.69,0
118,119,856.813,388.2254,354.672638,42.4452114,10743.94,190.4945,0.12666666666666668,1.259,2.48,59.08605,24.43941,1615.891,36.0,1.201,0.898,-29.85,0
