,object_index,x,y,barycenter_ra,barycenter_dec,aperture_flux,aperture_flux_error,time,flux_radius,gaussian_fwhm,background,threshold,flux_max,isoarea_image,prof_rms_major_axis,prof_rms_minor_axis,pos_angle,flags
118,119,278.1067,347.1398,354.7809585,42.6898181,18626.03,193.3583,0.0,1.409,2.72,63.45222,24.78594,2113.553,49.0,1.326,1.099,-51.18,0
118,119,276.1707,349.8584,354.781003,42.689837,18451.28,193.1321,0.006333333333333333,1.344,2.43,62.71299,24.76867,2486.459,46.0,1.235,1.078,-60.87,0
123,124,258.1758,374.6586,354.7810084,42.6898108,19246.12,191.819,0.06333333333333334,1.381,2.68,60.39438,24.60026,2378.592,50.0,1.311,1.078,-56.2,0
142,143,529.2997,381.0336,354.7810411,42.6899107,15177.25,190.1808,0.6459999999999999,1.277,2.3,54.96871,24.38247,2110.52,42.0,1.208,1.002,-53.12,0
146,147,531.2847,378.9882,354.7811241,42.6898238,14938.59,189.776,0.6523333333333333,1.247,2.34,55.15771,24.32418,2133.614,41.0,1.12,1.037,-37.04,0
119,120,513.653,370.6597,354.7809417,42.6899075,18707.12,189.8192,0.6586666666666666,1.285,2.53,55.06011,24.33484,2514.525,45.0,1.207,1.004,-42.66,0
153,154,555.9396,379.2493,354.7811012,42.6898444,11414.67,189.9073,0.665,1.216,2.42,55.09037,24.34997,1639.798,36.0,1.125,0.955,-13.77,0
122,123,558.8936,376.5878,354.7810288,42.689799,18058.27,189.341,0.6713333333333332,1.297,2.56,54.78679,24.27481,2549.271,49.0,1.228,1.053,-55.93,0
117,118,561.6003,374.2923,354.7809931,42.6899034,18321.12,189.269,0.6776666666666666,1.118,1.89,54.79848,24.26812,3317.017,44.0,1.106,0.954,-48.2,0
125,126,564.1251,371.8478,354.7809968,42.6899121,18670.91,189.2751,0.6839999999999999,1.295,2.87,54.73268,24.27147,2715.261,44.0,1.235,0.957,-41.02,0
124,125,574.5386,343.9562,354.7810996,42.6898171,18379.19,189.0999,0.6903333333333334,1.314,2.65,54.58067,24.24389,2537.73,44.0,1.207,1.002,-38.67,0
121,122,256.3275,377.7344,354.7809997,42.6898124,18890.72,191.1855,0.06966666666666667,1.348,2.77,60.41421,24.50999,2238.793,48.0,1.268,1.071,-47.34,0
206,207,608.2729,240.8014,354.7808685,42.6897851,10896.31,190.1847,0.6966666666666667,1.211,2.51,54.9705,24.38554,1543.363,46.0,1.842,0.984,-67.26,0
178,179,610.1274,238.6974,354.7809592,42.6898682,8992.796,189.2896,0.703,1.221,2.2,54.69271,24.27204,1343.404,33.0,1.071,0.972,-45.55,0
136,137,683.1443,256.1324,354.7811446,42.6898029,18904.21,189.038,0.7093333333333333,1.343,2.94,54.52604,24.23469,2326.821,47.0,1.272,1.036,-47.91,0
139,140,685.829,253.5561,354.7810811,42.6898165,18997.58,189.6827,0.7156666666666667,1.383,3.03,54.39935,24.31733,2108.899,48.0,1.309,1.017,-46.44,0
140,141,688.5762,251.2356,354.7811147,42.6898265,18908.72,189.2508,0.722,1.242,2.57,54.1439,24.2709,2719.53,42.0,1.22,0.931,-38.17,0
199,200,690.9835,249.2092,354.7810919,42.6898057,7007.674,188.7576,0.7283333333333334,1.169,2.11,54.71511,24.22168,1260.612,27.0,1.034,0.87,-5.63,0
147,148,798.8907,479.9452,354.7810802,42.6897847,8840.84,190.5138,0.7346666666666666,1.117,1.67,55.10857,24.42517,2036.28,31.0,0.994,0.884,-69.78,0
