,object_index,x,y,barycenter_ra,barycenter_dec,aperture_flux,aperture_flux_error,time,flux_radius,gaussian_fwhm,background,threshold,flux_max,isoarea_image,prof_rms_major_axis,prof_rms_minor_axis,pos_angle,flags
160,161,342.9361,145.4317,354.6412149,42.6831671,14716.82,103.8771,0.06966666666666667,1.379,2.83,60.12635,24.42118,1925.938,42.0,1.28,1.039,-42.18,0
150,151,516.8009,471.0067,354.641222,42.6833291,8380.811,103.3924,0.6966666666666667,1.214,1.92,55.10744,24.3374,1590.716,37.0,1.183,0.968,-49.1,0
120,121,518.5078,469.1008,354.6413415,42.6831129,6518.518,103.1326,0.703,1.15,2.04,54.76984,24.22903,1118.908,26.0,0.967,0.939,-41.48,0
92,93,591.5594,486.6179,354.6413229,42.6831571,14583.22,102.8894,0.7093333333333333,1.376,2.9,54.63274,24.1847,1773.535,42.0,1.315,0.954,-40.74,0
97,98,594.2331,484.0669,354.6412602,42.6831682,14380.12,102.952,0.7156666666666667,1.389,3.05,54.77994,24.208,1594.604,42.0,1.332,0.98,-41.53,0
97,98,596.9412,481.7366,354.641301,42.6831396,14360.15,102.9423,0.722,1.282,2.75,54.55023,24.18006,2162.562,40.0,1.216,0.925,-39.91,0
130,131,599.3801,479.6078,354.6413156,42.6831191,5403.74,102.8949,0.7283333333333334,1.034,1.88,54.96172,24.20313,1048.668,21.0,1.004,0.76,-23.01,0
70,71,707.5718,710.5594,354.6412704,42.683101,7098.494,103.6107,0.7346666666666666,1.031,1.84,55.0505,24.34995,1173.287,28.0,0.953,0.892,-33.29,0
54,55,709.6152,708.8929,354.641344,42.6831534,15253.25,102.9195,0.741,1.245,2.38,54.69033,24.21321,2198.954,40.0,1.23,0.911,-35.92,0
57,58,712.2413,706.3152,354.6413414,42.6831702,14862.54,102.9657,0.7473333333333333,1.248,2.61,54.67227,24.20692,1950.634,40.0,1.234,0.895,-41.33,0
58,59,715.0976,703.9607,354.6413067,42.6831569,15023.64,102.7775,0.7536666666666666,1.343,2.84,54.89555,24.15841,1998.638,45.0,1.278,0.978,-29.45,0
164,165,340.9723,148.1889,354.6411641,42.6831699,15116.6,104.3204,0.07599999999999998,1.429,2.82,59.85363,24.52108,1699.756,49.0,1.359,1.07,-43.94,0
32,33,782.7516,861.1341,354.6412687,42.6831437,12334.51,103.2717,0.76,1.322,2.6,54.76879,24.27028,1705.245,36.0,1.211,0.976,-66.08,0
31,32,785.0236,859.13,354.6412894,42.6831486,15138.55,102.5755,0.7663333333333333,1.231,2.15,54.48738,24.12374,2661.134,36.0,1.134,0.887,-29.29,0
27,28,787.8348,856.8986,354.6413218,42.6831753,15158.54,103.1387,0.7726666666666666,1.335,2.61,54.11326,24.2519,2077.592,42.0,1.309,0.949,-42.87,0
29,30,790.5106,854.478,354.6412801,42.6831883,15025.81,103.1006,0.7789999999999999,1.258,2.51,54.61146,24.20868,1873.079,36.0,1.179,0.934,-26.23,0
32,33,793.3439,852.1061,354.6413391,42.6831941,14935.45,103.1988,0.7853333333333333,1.312,2.76,54.42527,24.24458,1964.302,40.0,1.258,0.916,-41.1,0
29,30,796.1089,849.9105,354.6413204,42.6831814,14959.27,102.862,0.7916666666666666,1.256,2.27,54.29352,24.15267,2503.149,36.0,1.152,0.877,-25.79,0
29,30,799.0668,847.5305,354.6413316,42.6831925,15309.24,103.0323,0.7979999999999999,1.357,2.84,54.19906,24.19693,1818.262,40.0,1.251,0.981,-40.39,0
36,37,801.8911,845.244,354.6412793,42.6831659,15115.66,102.9557,0.8043333333333332,1.272,2.28,54.16242,24.18748,2386.008,40.0,1.205,0.923,-33.32,0
26,27,805.3434,842.8524,354.6414993,42.6833356,15108.01,102.9481,0.8106666666666666,1.652,4.02,54.38785,24.20706,1443.846,54.0,1.605,1.135,-30.01,0
34,35,807.7704,840.4482,354.6413017,42.6831738,15395.43,103.1121,0.817,1.252,2.38,54.27662,24.24562,2023.705,38.0,1.129,0.978,-46.96,0
161,162,338.9928,150.9144,354.6410911,42.6832678,14823.25,103.7738,0.08233333333333333,1.313,2.44,59.90579,24.4142,2185.957,40.0,1.199,1.025,-55.71,0
35,36,810.3354,838.0536,354.641305,42.6831655,15308.99,102.4086,0.8233333333333334,1.332,2.71,54.40845,24.0632,2065.023,45.0,1.284,0.961,-30.08,0
33,34,813.2526,835.8329,354.6412931,42.683174,15153.81,102.4344,0.8296666666666666,1.234,2.41,54.27834,24.08628,2379.54,39.0,1.189,0.915,-38.57,0
30,31,816.0221,833.439,354.6413197,42.6831816,14797.66,102.5335,0.836,1.259,2.48,54.66284,24.10105,2049.415,39.0,1.195,0.933,-18.1,0
28,29,818.9762,831.1084,354.6412893,42.6831688,15251.5,102.7415,0.8423333333333333,1.3,2.81,54.50674,24.16704,2193.023,40.0,1.227,0.928,-32.98,0
30,31,822.2712,828.6659,354.6413236,42.6832039,15048.79,102.9487,0.8486666666666667,1.357,2.54,54.66471,24.17728,1958.276,43.0,1.237,1.063,-30.19,0
35,36,824.8022,826.4423,354.6413085,42.6831902,15110.67,103.0584,0.855,1.329,2.88,54.60522,24.24158,1765.479,38.0,1.297,0.877,-36.29,0
30,31,827.7358,824.0707,354.6412781,42.6831358,15142.77,102.8253,0.8613333333333333,1.285,2.84,54.49187,24.15683,2027.677,35.0,1.206,0.866,-34.69,0
33,34,830.6863,821.658,354.6414201,42.6832422,15227.77,102.8916,0.8676666666666667,1.43,3.23,54.20795,24.16388,1754.685,43.0,1.406,0.945,-45.85,0
39,40,833.4891,819.7025,354.6413408,42.6831927,14800.91,102.9665,0.874,1.215,2.49,54.40483,24.18147,2110.492,34.0,1.151,0.874,-25.7,0
33,34,836.4262,817.3206,354.6413027,42.6831785,14855.37,102.5776,0.8803333333333332,1.311,2.76,54.83858,24.12849,1797.83,39.0,1.282,0.901,-39.84,0
158,159,336.8127,153.6716,354.6412411,42.6831697,14880.75,103.8981,0.08866666666666666,1.456,2.95,59.86227,24.43911,1801.517,43.0,1.335,1.085,-45.7,0
34,35,839.4169,815.2902,354.6413362,42.6831728,15165.07,103.0093,0.8866666666666667,1.19,2.41,54.42694,24.23432,2277.921,41.0,1.19,0.897,-30.82,0
36,37,842.4086,812.9728,354.6413268,42.6831839,14995.49,102.654,0.8929999999999999,1.24,2.5,54.13417,24.13364,2314.842,35.0,1.181,0.846,-28.59,0
39,40,845.2048,810.8726,354.64134,42.6831753,15171.2,102.7674,0.8993333333333333,1.245,2.45,54.60194,24.17743,2473.188,35.0,1.135,0.895,-30.24,0
36,37,848.1669,808.4547,354.6413313,42.6831938,15159.85,102.7893,0.9056666666666666,1.242,2.47,54.09409,24.16972,1987.061,40.0,1.198,0.95,-24.17,0
28,29,851.4424,806.1116,354.6416045,42.6833653,15043.63,103.3636,0.9119999999999999,1.777,4.56,53.997,24.29618,1332.906,58.0,1.829,1.202,-48.71,0
34,35,854.0357,803.6768,354.6412858,42.6831589,14810.17,102.2754,0.9183333333333333,1.25,2.39,54.52587,24.0574,2223.695,38.0,1.133,0.954,-43.02,0
35,36,856.9341,801.2073,354.6412787,42.6831795,15231.01,102.6248,0.9246666666666666,1.355,3.0,54.44312,24.13532,2078.974,41.0,1.288,0.925,-37.91,0
42,43,859.8538,798.7182,354.6412694,42.68317,15143.92,103.0943,0.931,1.279,2.74,54.38949,24.21575,1923.469,39.0,1.231,0.906,-40.81,0
39,40,865.8123,794.3846,354.6413353,42.6831761,15080.15,102.8816,0.9436666666666665,1.224,2.43,53.84997,24.2,2187.117,38.0,1.149,0.905,-29.54,0
39,40,868.9277,792.3459,354.6413461,42.6831814,15091.29,102.3987,0.95,1.347,2.79,53.8838,24.06511,1849.876,39.0,1.261,0.946,-34.23,0
163,164,334.6624,156.5876,354.6411915,42.6831864,14823.5,103.4952,0.095,1.334,2.49,60.2187,24.34002,2121.07,42.0,1.247,1.046,-56.66,0
39,40,871.9072,789.9133,354.6413563,42.6831875,15168.37,102.7081,0.9563333333333333,1.298,2.67,53.94908,24.11226,2243.151,40.0,1.241,0.887,-30.86,0
36,37,874.9068,787.5912,354.6413285,42.6831662,15059.74,102.8973,0.9626666666666667,1.318,2.8,53.4437,24.20369,1944.801,41.0,1.253,0.901,-39.48,0
37,38,878.0064,785.3361,354.6413327,42.6831755,14939.12,102.3806,0.969,1.29,2.73,53.49644,24.07362,2108.687,39.0,1.246,0.89,-38.14,0
41,42,881.2214,782.9991,354.6413703,42.6831605,14688.05,102.5729,0.9753333333333333,1.309,2.92,53.81318,24.13165,1934.797,35.0,1.254,0.869,-37.32,0
39,40,884.0695,780.6861,354.6414386,42.6831993,14837.99,102.847,0.9816666666666667,1.407,3.05,53.64433,24.1534,1882.563,47.0,1.387,0.987,-41.32,0
37,38,887.1393,778.4037,354.6413946,42.6831942,14761.55,102.4882,0.9879999999999999,1.323,2.95,54.24628,24.10319,1829.645,36.0,1.271,0.844,-32.65,0
43,44,890.9807,775.2479,354.6420019,42.6833962,21463.56,102.6615,0.9943333333333334,2.321,7.99,53.52663,24.12687,6310.441,39.0,2.226,0.803,-45.51,0
42,43,893.1375,773.5844,354.6414608,42.6831213,22175.29,102.4681,1.0006666666666666,0.986,1.27,53.42265,24.09847,8338.118,41.0,1.034,0.836,-41.57,0
41,42,895.3541,772.1171,354.6410392,42.6828613,21064.96,102.5778,1.007,2.098,7.5,53.35247,24.11147,6265.664,41.0,1.991,0.791,-22.51,0
46,47,899.5838,769.413,354.6413134,42.6831509,14863.56,102.6613,1.0133333333333334,1.249,2.48,53.34882,24.13963,1982.918,39.0,1.186,0.953,-26.34,0
162,163,332.4888,159.3389,354.6412632,42.6831858,14688.33,104.0173,0.10133333333333333,1.441,2.96,59.84821,24.43687,1984.304,43.0,1.397,1.006,-56.17,0
40,41,902.5491,767.3564,354.6413693,42.6831822,15043.97,102.4861,1.0196666666666665,1.285,2.71,53.40764,24.09844,2004.387,42.0,1.276,0.909,-29.68,0
45,46,905.4968,764.9741,354.6413752,42.6831742,15020.81,102.4498,1.026,1.242,2.47,53.4391,24.09843,2240.143,37.0,1.197,0.86,-24.28,0
44,45,908.6864,762.7564,354.6413935,42.6831799,15127.4,102.5309,1.0323333333333333,1.325,3.04,52.7208,24.09617,1778.662,39.0,1.325,0.875,-38.97,0
44,45,911.8831,760.6221,354.6413676,42.6831806,15250.71,102.7391,1.0386666666666666,1.247,2.55,53.32702,24.16649,2149.122,38.0,1.241,0.853,-31.47,0
43,44,914.962,758.3307,354.6413688,42.6831658,14946.87,102.3674,1.045,1.363,3.09,53.42306,24.06627,2001.969,34.0,1.309,0.855,-35.57,0
46,47,918.519,756.3216,354.6413397,42.6831473,15082.12,102.6433,1.0513333333333332,1.137,2.23,53.416,24.09282,2349.778,34.0,1.054,0.901,-31.24,0
47,48,921.5324,754.0641,354.6413907,42.6832044,15205.23,102.4129,1.0576666666666668,1.276,2.78,53.04184,24.05146,2033.797,39.0,1.243,0.888,-37.0,0
51,52,924.5187,751.9509,354.6413398,42.6831891,15106.34,102.6694,1.064,1.295,2.8,53.23291,24.133,1978.795,41.0,1.231,0.94,-33.25,0
49,50,927.7363,749.7219,354.6413492,42.6831661,14802.81,102.7817,1.0703333333333331,1.237,2.7,53.39448,24.13806,2018.305,36.0,1.209,0.858,-29.42,0
47,48,931.0309,747.432,354.6413492,42.6831572,14992.33,102.5542,1.0766666666666667,1.358,2.67,53.16109,24.10165,1848.935,41.0,1.302,0.961,-41.82,0
159,160,330.5365,161.9895,354.6412145,42.6831846,14882.22,103.7692,0.10766666666666666,1.289,2.34,59.25403,24.40446,2402.897,41.0,1.209,1.004,-38.02,0
55,56,934.1481,745.1966,354.6413284,42.6831602,15042.15,102.3783,1.083,1.24,2.24,53.24532,24.08587,2415.367,39.0,1.136,0.955,-36.98,0
50,51,937.13,743.2879,354.6413566,42.6831779,14838.46,102.5983,1.0893333333333333,1.305,2.68,53.30896,24.09075,2007.344,37.0,1.236,0.9,-39.21,0
49,50,940.2225,740.7692,354.641355,42.6831853,15120.21,102.3431,1.0956666666666666,1.31,2.73,52.95365,24.06056,1863.809,43.0,1.276,0.976,-30.04,0
48,49,943.9328,738.5472,354.6413039,42.6831682,15134.17,102.812,1.1019999999999999,1.267,2.3,53.11016,24.15371,2135.512,39.0,1.141,0.996,-29.72,0
51,52,947.1116,736.2891,354.6413472,42.6831981,15006.53,102.5269,1.1083333333333334,1.351,2.98,52.85148,24.07399,1807.511,38.0,1.259,0.934,-29.58,0
50,51,949.8694,734.1357,354.6413552,42.6831985,15160.85,102.2327,1.1146666666666667,1.331,2.81,52.8008,24.01338,1948.328,37.0,1.257,0.912,-31.35,0
56,57,952.8954,732.1492,354.6414639,42.6831493,14761.27,102.9425,1.121,1.273,2.16,53.12313,24.16731,2364.953,42.0,1.18,0.966,-24.44,0
53,54,956.7323,729.829,354.641422,42.6832148,14978.45,102.6578,1.1273333333333333,1.399,3.23,52.52082,24.13881,1631.636,41.0,1.362,0.94,-31.19,0
48,49,959.8831,727.501,354.6413524,42.683171,14982.85,102.4303,1.1336666666666666,1.307,2.5,52.77678,24.0513,1815.068,37.0,1.214,0.937,-42.47,0
50,51,962.8975,725.5067,354.6413234,42.6831755,15043.99,102.4508,1.14,1.282,2.59,52.65662,24.06885,2034.676,40.0,1.21,0.916,-32.07,0
159,160,328.4196,164.8367,354.6411949,42.6831868,15065.53,103.5676,0.11399999999999999,1.396,2.73,59.28274,24.34414,1706.436,45.0,1.307,1.054,-62.24,0
52,53,966.0977,723.6987,354.6413392,42.6831788,15061.39,102.4638,1.1463333333333332,1.312,2.82,52.87729,24.07615,1928.816,39.0,1.292,0.898,-26.06,0
54,55,969.2886,721.3245,354.6413632,42.6831891,14972.46,102.4888,1.1526666666666667,1.315,2.74,52.66692,24.06079,1912.25,40.0,1.235,0.924,-44.85,0
52,53,972.6022,719.2516,354.6413451,42.683164,15100.22,102.4714,1.159,1.245,2.54,52.65211,24.11205,2307.576,35.0,1.176,0.891,-32.2,0
55,56,975.7258,716.9898,354.6413615,42.6831859,15068.97,102.1661,1.165333333333333,1.265,2.64,52.86717,24.02319,2111.986,41.0,1.203,0.926,-37.65,0
56,57,978.8888,715.1145,354.641352,42.6832012,14891.65,102.2159,1.1716666666666666,1.34,2.64,52.66476,23.99672,2011.673,39.0,1.25,0.944,-31.21,0
50,51,981.993,712.8052,354.6413558,42.6831758,15032.34,102.0918,1.178,1.324,2.77,53.11422,24.03125,1940.955,36.0,1.24,0.903,-32.44,0
57,58,985.0869,710.8156,354.6413929,42.6832076,15257.9,102.2061,1.1843333333333335,1.314,2.83,53.24032,24.04111,2060.23,42.0,1.274,0.94,-27.07,0
51,52,988.3752,708.6069,354.6413461,42.6831667,15008.06,102.1169,1.1906666666666665,1.297,2.57,52.41429,24.01163,1977.981,35.0,1.198,0.923,-31.15,0
59,60,992.1583,706.4261,354.6413203,42.6831517,15121.31,102.1478,1.1969999999999998,1.278,2.41,52.77308,24.01041,2126.092,39.0,1.166,0.969,-47.62,0
56,57,995.1459,704.4446,354.6413915,42.6831385,14954.74,102.2418,1.2033333333333334,1.301,2.63,53.18458,24.041,1907.704,41.0,1.209,0.964,-25.56,0
160,161,326.222,167.3992,354.6412959,42.6831715,15091.09,103.8961,0.12033333333333333,1.358,2.39,59.04192,24.44296,2058.526,44.0,1.22,1.117,-61.08,0
51,52,998.5979,702.3463,354.6414095,42.6832169,14869.95,102.7558,1.2096666666666667,1.436,3.57,52.63061,24.17042,1715.615,41.0,1.371,0.933,-30.95,0
54,55,1001.7144,700.3171,354.6413726,42.683172,14987.68,102.4438,1.2159999999999997,1.377,2.97,52.26303,24.05022,1664.866,42.0,1.32,0.971,-36.4,0
56,57,1004.9479,698.3806,354.6413383,42.6831994,14956.0,102.1446,1.2223333333333333,1.427,3.15,52.4055,24.00539,1627.58,35.0,1.33,0.934,-37.98,0
50,51,1008.1485,696.2345,354.6414152,42.6832363,14748.69,102.0953,1.2286666666666666,1.489,3.36,52.76325,24.00231,1411.135,46.0,1.423,1.025,-36.71,0
51,52,1011.2191,694.1924,354.6413766,42.6832032,15135.97,102.347,1.235,1.335,2.8,52.59202,24.07852,2026.127,38.0,1.22,0.976,-33.31,0
44,45,1014.6541,692.2522,354.6413775,42.683196,15096.0,102.3245,1.2413333333333332,1.649,4.73,52.76048,24.06045,1366.953,44.0,1.601,0.933,-26.59,16
62,63,975.493,671.9636,354.6412665,42.6831145,10221.01,102.6645,1.2603333333333333,1.136,2.05,52.34284,24.13612,1630.189,28.0,0.974,0.906,-39.07,0
80,81,689.3989,677.5767,354.6412916,42.6831537,7932.864,102.5914,1.2666666666666666,1.1,2.03,51.52668,24.13602,1165.411,30.0,1.023,0.935,-23.27,0
131,132,360.8814,120.2294,354.6412931,42.6831993,14460.84,104.7733,0.012666666666666666,1.634,3.23,62.39252,24.64062,1357.467,64.0,1.765,1.183,-83.67,0
154,155,324.0871,170.1581,354.641236,42.6831798,14686.46,103.6197,0.12666666666666668,1.403,2.81,59.00933,24.35638,1582.322,41.0,1.283,1.063,-40.53,0
63,64,691.8179,676.0602,354.6413584,42.6832059,14728.35,102.7217,1.273,1.338,2.8,51.66162,24.14956,2010.303,40.0,1.289,0.931,-35.35,0
57,58,694.8376,673.85,354.6411678,42.6831616,14807.95,102.4929,1.2793333333333332,1.379,2.69,51.75201,24.09577,1827.18,43.0,1.347,1.011,-85.46,0
70,71,697.399,671.8136,354.6412484,42.6831826,14852.03,101.7891,1.2856666666666667,1.283,2.98,51.38405,23.95999,2000.321,39.0,1.254,0.904,-26.46,0
68,69,700.4215,669.9214,354.6412924,42.6831442,14740.25,102.2341,1.2919999999999998,1.201,2.22,51.30853,24.05196,2427.222,41.0,1.139,0.935,-28.53,0
68,69,703.4598,667.9519,354.6413258,42.6831621,14736.85,102.3835,1.2983333333333333,1.273,2.65,51.57748,24.07005,2047.379,37.0,1.176,0.899,-26.66,0
70,71,706.5102,665.9818,354.6413323,42.6831666,14960.45,102.0772,1.3046666666666666,1.265,2.62,51.79885,24.0193,2183.164,40.0,1.231,0.886,-30.3,0
71,72,709.6478,663.7104,354.6413143,42.6831933,14793.88,102.1578,1.311,1.282,2.95,51.60007,24.00426,2220.576,39.0,1.238,0.902,-28.11,0
73,74,712.6636,661.968,354.6413397,42.6832323,14680.62,101.8155,1.3173333333333332,1.273,2.82,51.26464,23.93652,2193.77,37.0,1.224,0.863,-32.61,0
69,70,715.9786,659.8116,354.6412917,42.6832163,15113.48,102.3757,1.3236666666666665,1.292,2.55,51.12195,24.07248,2363.187,41.0,1.275,0.885,-29.63,0
70,71,719.0188,657.9318,354.6414039,42.6832106,14792.61,101.9557,1.33,1.368,3.15,51.49707,23.98645,2089.175,43.0,1.362,0.91,-38.88,0
154,155,322.0642,172.9119,354.6412148,42.6831827,14922.81,103.7001,0.133,1.404,2.94,59.0133,24.35806,1758.481,45.0,1.312,1.082,-42.85,0
74,75,722.1537,655.8613,354.6413518,42.6831878,15006.32,101.9958,1.3363333333333332,1.283,2.65,51.43912,23.9789,2184.898,44.0,1.232,0.951,-25.09,0
70,71,725.368,653.9829,354.6413626,42.6831808,14627.14,101.9142,1.3426666666666665,1.32,2.92,51.05087,23.95549,2058.072,42.0,1.304,0.898,-35.81,0
69,70,728.6545,651.9859,354.6413591,42.6831515,14908.02,102.212,1.349,1.258,2.49,51.63147,24.02974,2457.68,38.0,1.194,0.898,-27.54,0
74,75,731.7166,649.9877,354.6413143,42.6832841,14718.64,102.1837,1.3553333333333333,1.239,2.62,51.34295,24.0401,2497.943,36.0,1.207,0.866,-35.04,0
70,71,734.9229,647.9117,354.6413699,42.6831667,14759.69,102.3541,1.3616666666666666,1.257,2.34,51.15878,24.02918,2514.317,41.0,1.293,0.898,-39.66,0
72,73,738.2188,645.9431,354.641306,42.6831893,14770.16,102.0185,1.3679999999999999,1.25,2.77,51.21152,23.97577,2403.707,37.0,1.224,0.847,-34.35,0
71,72,741.4958,644.0297,354.6413378,42.6831448,14714.21,102.0715,1.3743333333333332,1.246,2.59,51.10187,24.0052,2232.02,37.0,1.201,0.892,-22.98,0
69,70,744.7795,641.987,354.64136,42.6831894,14490.54,102.2341,1.3806666666666667,1.285,2.83,51.30539,24.03918,2159.611,36.0,1.218,0.861,-32.31,0
81,82,748.0087,640.0726,354.6412855,42.6831642,14876.49,101.9977,1.3869999999999998,1.292,2.69,51.36666,23.99209,2328.016,37.0,1.237,0.857,-19.48,0
71,72,751.7114,638.1502,354.6413226,42.6831959,14877.43,102.1961,1.3933333333333333,1.305,3.1,51.05976,24.01326,1933.491,38.0,1.314,0.826,-22.06,0
155,156,320.0861,175.6741,354.6412209,42.6831866,14900.51,103.8526,0.13933333333333334,1.375,2.63,58.16639,24.38095,1998.129,44.0,1.273,1.063,-42.76,0
79,80,755.3083,636.1666,354.6413373,42.6831521,14933.44,102.4472,1.3996666666666666,1.251,2.95,51.31958,24.08503,2134.661,37.0,1.239,0.852,-33.01,0
70,71,758.6555,634.1597,354.6413636,42.6831766,14824.8,102.1401,1.406,1.303,2.79,51.14795,24.01708,2015.219,49.0,1.38,0.986,-37.87,0
69,70,761.8358,632.1115,354.6413306,42.683146,14885.41,101.6435,1.4123333333333332,1.316,2.48,50.96854,23.90031,2368.491,39.0,1.329,0.897,-36.08,0
75,76,765.3649,629.9495,354.6413293,42.683134,14956.44,101.7399,1.4186666666666665,1.282,2.54,50.87455,23.91875,2273.202,37.0,1.203,0.877,-27.54,0
74,75,768.5803,628.1572,354.6413001,42.6831718,14800.5,101.8976,1.425,1.215,2.56,50.39146,23.94734,2403.414,37.0,1.212,0.821,-35.17,0
73,74,772.058,625.7025,354.6412919,42.6831786,15077.46,102.1718,1.4313333333333333,1.274,2.63,50.45493,23.99907,2236.23,38.0,1.235,0.9,-26.68,0
69,70,776.092,623.6296,354.6412862,42.6831693,14796.52,102.0783,1.4376666666666664,1.154,2.07,51.05748,24.00255,2629.352,37.0,1.092,0.893,-34.4,0
77,78,779.2901,621.8551,354.641295,42.68316,15079.21,102.1888,1.444,1.205,2.38,50.49446,24.0073,2693.118,40.0,1.186,0.879,-13.4,0
69,70,782.8116,619.7803,354.6414257,42.6832693,14810.91,102.0849,1.4503333333333333,1.429,3.92,50.78608,24.0126,1700.195,40.0,1.417,0.889,-30.98,0
68,69,786.4003,618.0501,354.6412978,42.6831801,14994.11,101.6795,1.4566666666666668,1.42,4.13,50.7658,23.92148,1921.43,42.0,1.406,0.856,-21.1,0
158,159,317.9973,178.2293,354.64125,42.6831508,14718.61,103.6261,0.14566666666666664,1.418,2.75,58.5964,24.37512,1816.149,46.0,1.349,1.055,-44.82,0
71,72,789.8514,616.0311,354.641222,42.6831919,14906.31,102.016,1.4629999999999999,1.351,3.51,51.13651,23.98366,1922.713,38.0,1.302,0.861,-31.82,0
67,68,793.3787,614.2778,354.6413007,42.683207,14731.21,101.7307,1.4693333333333332,1.191,2.57,50.69085,23.93352,2152.811,36.0,1.16,0.865,-28.01,0
76,77,796.7862,612.1615,354.6413116,42.6831564,14787.78,102.2283,1.4756666666666667,1.251,2.85,51.16921,24.03358,2260.921,37.0,1.235,0.865,-20.35,0
73,74,800.4637,610.2502,354.6413066,42.6831491,14825.18,102.1307,1.482,1.252,2.73,51.12784,24.00638,2155.657,36.0,1.235,0.849,-35.27,0
70,71,803.5328,608.1942,354.6412925,42.6831651,14999.78,101.7999,1.4883333333333333,1.214,2.5,50.77407,23.94556,2234.571,40.0,1.234,0.87,-22.64,0
74,75,807.36,606.5383,354.6413263,42.6831699,15048.73,101.8452,1.4946666666666666,1.218,2.49,51.01068,23.94773,2317.708,37.0,1.192,0.876,-20.76,0
76,77,810.5844,604.7066,354.6412899,42.6831452,14996.88,101.489,1.501,1.154,2.48,50.85801,23.88089,2465.236,41.0,1.204,0.873,-13.94,0
78,79,814.5346,603.0339,354.6413399,42.6831646,14968.21,102.1776,1.5073333333333332,1.295,2.73,50.87135,24.0344,2187.817,36.0,1.277,0.828,-24.38,0
82,83,818.0464,600.9662,354.6413449,42.6831933,15042.89,101.645,1.5136666666666665,1.263,2.62,50.87314,23.89643,2388.396,39.0,1.274,0.836,-21.55,0
71,72,821.6907,598.9185,354.6412762,42.6831554,15020.39,102.2428,1.52,1.376,3.59,51.00354,24.01152,1985.8,41.0,1.319,0.932,-30.67,0
164,165,315.7104,181.0875,354.6412056,42.6831932,14756.09,103.7549,0.15199999999999997,1.326,2.67,58.96064,24.35802,2057.617,44.0,1.296,1.004,-41.9,0
78,79,825.2428,597.5569,354.6411938,42.6833194,16514.37,101.579,1.5263333333333333,1.324,7.31,51.45244,23.8767,2574.31,32.0,1.548,0.966,32.02,0
73,74,828.372,595.4709,354.6413093,42.6831498,14616.0,101.9805,1.5326666666666666,1.242,2.99,51.14288,23.97955,1886.938,35.0,1.223,0.843,-19.21,0
76,77,831.834,593.9543,354.6413174,42.6831596,14728.88,101.9442,1.539,1.242,2.31,51.2552,23.97102,2525.342,36.0,1.197,0.833,-25.76,0
64,65,835.7898,592.0043,354.6414775,42.6833658,14727.24,101.4415,1.5453333333333332,1.593,5.28,51.00673,23.88242,1663.301,44.0,1.744,0.817,-19.06,0
73,74,736.7763,646.4637,354.6412449,42.6831191,12237.54,102.2042,1.5516666666666667,1.128,2.32,51.37062,24.04067,1918.952,32.0,1.097,0.862,-30.42,0
72,73,739.6567,645.1428,354.6413081,42.6831627,14780.18,101.836,1.5579999999999998,1.254,2.82,50.89541,23.94558,2116.709,40.0,1.248,0.892,-36.03,0
70,71,742.8799,643.0589,354.6413566,42.6831508,14726.0,102.1828,1.5643333333333331,1.217,2.29,51.06786,24.00166,2595.24,38.0,1.173,0.87,-22.61,0
