,object_index,x,y,barycenter_ra,barycenter_dec,aperture_flux,aperture_flux_error,time,flux_radius,gaussian_fwhm,background,threshold,flux_max,isoarea_image,prof_rms_major_axis,prof_rms_minor_axis,pos_angle,flags
119,120,897.4625,332.7317,354.6726002,42.4452054,10539.78,105.0936,0.0,1.312,2.58,63.03733,24.68538,1437.909,37.0,1.2,1.005,-53.0,0
119,120,895.5281,335.5189,354.6725907,42.4451047,10589.4,105.3213,0.006333333333333333,1.166,2.33,62.37869,24.72576,1483.962,31.0,1.13,0.89,-52.03,0
127,128,877.5536,360.3723,354.6726111,42.4451917,10186.39,104.1064,0.06333333333333334,1.284,2.73,60.40318,24.46646,1401.61,33.0,1.239,0.895,-49.28,0
123,124,875.6979,363.4226,354.672599,42.4452008,10340.67,103.8219,0.06966666666666667,1.205,2.45,60.41608,24.42118,1533.854,33.0,1.15,0.891,-46.85,0
136,137,63.6022,257.3265,354.672708,42.4452686,10600.17,102.8348,0.7093333333333333,1.376,2.8,55.01288,24.1847,1268.996,33.0,1.248,0.959,-53.15,0
138,139,66.2174,254.6891,354.6726936,42.4452441,10757.45,102.8974,0.7156666666666667,1.458,3.05,55.28641,24.208,1108.126,38.0,1.326,1.017,-44.86,0
139,140,68.9752,252.3359,354.6727314,42.4452491,10511.04,102.8332,0.722,1.344,2.74,54.96832,24.18006,1271.931,37.0,1.225,1.026,-47.99,0
199,200,71.3887,250.242,354.6727335,42.4452669,4101.988,102.9313,0.7283333333333334,1.14,2.16,55.43803,24.20313,611.8459,22.0,0.989,0.923,11.36,0
146,147,179.3987,481.8877,354.6726915,42.4452093,4975.129,103.4824,0.7346666666666666,1.091,1.73,55.76282,24.34995,878.072,25.0,0.978,0.863,-83.32,0
101,102,181.3425,480.2436,354.6726979,42.4452206,10474.96,102.956,0.741,1.282,2.57,54.9271,24.21321,1289.932,37.0,1.25,0.944,-42.41,0
99,100,183.954,477.5998,354.6727247,42.4452313,10497.34,102.8746,0.7473333333333333,1.302,2.62,54.83955,24.20692,1498.112,39.0,1.229,0.979,-39.56,0
102,103,186.8432,475.206,354.6727218,42.445231,10624.97,102.7411,0.7536666666666666,1.304,2.78,55.27608,24.15841,1407.18,36.0,1.275,0.928,-31.84,0
125,126,873.6915,366.2939,354.6726233,42.4452042,10656.1,104.431,0.07599999999999998,1.258,2.57,60.19757,24.52108,1551.953,34.0,1.217,0.888,-46.38,0
97,98,254.3096,632.9023,354.6727144,42.445226,8658.56,103.3447,0.76,1.285,2.57,54.69881,24.27028,1080.717,34.0,1.203,0.939,-71.23,0
79,80,256.5688,630.8848,354.6727136,42.4452357,10376.21,102.5937,0.7663333333333333,1.153,2.09,54.48531,24.12374,1779.298,29.0,1.059,0.856,-18.72,0
74,75,259.4308,628.6154,354.6727754,42.4452874,10667.81,103.157,0.7726666666666666,1.289,2.72,54.70105,24.2519,1427.944,33.0,1.231,0.888,-40.66,0
79,80,262.0647,626.2165,354.6727143,42.4452663,10561.14,102.9367,0.7789999999999999,1.258,2.67,54.632,24.20868,1361.339,34.0,1.158,0.897,-27.99,0
80,81,264.8976,623.8706,354.672753,42.4452782,10402.71,103.2534,0.7853333333333333,1.289,2.95,54.27348,24.24458,1574.452,33.0,1.203,0.868,-34.43,0
77,78,267.6602,621.6217,354.6727533,42.445267,10218.91,102.7349,0.7916666666666666,1.147,2.22,54.43362,24.15267,1623.127,33.0,1.152,0.845,-32.8,0
77,78,270.6357,619.2473,354.6727564,42.4452826,10617.83,102.9231,0.7979999999999999,1.297,2.68,54.42853,24.19693,1451.11,34.0,1.193,0.934,-40.51,0
83,84,273.4388,616.9966,354.6726864,42.4452641,10439.2,102.8466,0.8043333333333332,1.198,2.24,54.05859,24.18748,1640.159,34.0,1.127,0.9,-26.37,0
70,71,276.831,614.6224,354.6729187,42.4454299,10315.62,102.9663,0.8106666666666666,1.635,3.43,54.16143,24.20706,1259.082,44.0,1.515,1.1,-28.95,0
81,82,279.307,612.1497,354.6727172,42.4452637,10335.8,103.2579,0.817,1.227,2.29,54.44117,24.24562,1495.278,32.0,1.086,0.926,-55.28,0
123,124,871.6485,368.9786,354.6725856,42.4452572,10423.33,103.8841,0.08233333333333333,1.191,2.37,59.88179,24.4142,1768.427,33.0,1.084,0.897,-54.89,0
83,84,281.9052,609.7899,354.6727233,42.4452579,10276.92,102.2638,0.8233333333333334,1.295,2.95,54.12011,24.0632,1483.116,36.0,1.208,0.943,-31.78,0
81,82,284.8351,607.4732,354.6727503,42.4452671,10569.81,102.38,0.8296666666666666,1.194,2.32,54.12333,24.08628,1553.833,35.0,1.165,0.884,-42.39,0
77,78,287.5716,605.15,354.6727124,42.4452538,10353.59,102.5153,0.836,1.196,2.3,54.52568,24.10105,1771.867,34.0,1.156,0.878,-23.78,0
79,80,290.5574,602.7707,354.6727651,42.4452941,10386.9,102.8506,0.8423333333333333,1.281,2.91,54.22821,24.16704,1441.536,35.0,1.215,0.889,-37.0,0
79,80,293.8133,600.3066,354.6727785,42.4453063,10295.59,102.7668,0.8486666666666667,1.283,2.42,54.78798,24.17728,1244.806,35.0,1.174,0.972,-22.99,0
84,85,296.3862,598.0528,354.6728042,42.4453137,10427.58,103.1131,0.855,1.318,3.03,54.90534,24.24158,1345.253,36.0,1.251,0.903,-41.64,0
79,80,299.2755,595.7981,354.6726877,42.4452458,10334.46,102.6799,0.8613333333333333,1.269,3.06,54.35678,24.15683,1570.626,29.0,1.185,0.821,-33.12,0
78,79,302.232,593.3364,354.6728334,42.4453513,10266.63,102.7826,0.8676666666666667,1.374,3.35,54.4607,24.16388,1241.302,33.0,1.364,0.847,-45.28,0
87,88,305.0435,591.3622,354.6727219,42.4452734,10295.32,102.8938,0.874,1.205,2.69,54.48194,24.18147,1369.224,31.0,1.189,0.815,-26.97,0
86,87,307.9273,589.0519,354.6727634,42.4453049,10495.69,102.6865,0.8803333333333332,1.305,2.88,54.151,24.12849,1631.924,36.0,1.279,0.864,-41.94,0
121,122,869.5261,371.7133,354.6726201,42.445203,10424.0,104.1003,0.08866666666666666,1.287,2.61,60.10656,24.43911,1379.773,36.0,1.229,0.908,-46.05,0
85,86,310.9549,586.9761,354.6727257,42.4452643,10230.13,103.0822,0.8866666666666667,1.261,2.86,54.68129,24.23432,1591.177,32.0,1.164,0.851,-32.22,0
83,84,313.942,584.6321,354.6727366,42.4452615,10272.14,102.6358,0.8929999999999999,1.193,2.42,54.46354,24.13364,1781.844,34.0,1.184,0.851,-31.98,0
89,90,316.7894,582.5558,354.6727501,42.445278,10503.28,102.822,0.8993333333333333,1.175,2.37,54.6805,24.17743,1529.709,33.0,1.133,0.853,-33.13,0
80,81,319.6818,580.121,354.6727296,42.4452722,10403.91,102.971,0.9056666666666666,1.195,2.45,54.43279,24.16972,1743.301,32.0,1.089,0.887,-26.98,0
71,72,322.9183,577.6875,354.6730141,42.4454777,10036.9,103.4732,0.9119999999999999,1.762,4.72,53.99863,24.29618,938.9562,50.0,1.731,1.114,-42.2,0
79,80,325.6699,575.2511,354.6727989,42.4452641,10358.86,102.384,0.9183333333333333,1.215,2.58,54.16071,24.0574,1378.264,33.0,1.168,0.9,-48.15,0
81,82,328.4561,572.7944,354.6727776,42.4452713,10299.35,102.643,0.9246666666666666,1.303,2.89,54.20386,24.13532,1294.988,35.0,1.241,0.906,-41.62,0
88,89,331.4354,570.2976,354.6727553,42.4452673,10086.17,102.985,0.931,1.204,2.45,54.27497,24.21575,1639.434,34.0,1.183,0.9,-35.48,0
86,87,337.3419,565.9289,354.6727231,42.4452193,10303.47,103.0272,0.9436666666666665,1.185,2.28,54.30046,24.2,1650.009,33.0,1.124,0.894,-35.35,0
87,88,340.5541,563.938,354.6727496,42.4452743,10235.92,102.3625,0.95,1.337,3.2,54.10064,24.06511,1314.539,34.0,1.253,0.88,-35.52,0
123,124,867.3058,374.7194,354.6726488,42.4452442,10408.75,103.6599,0.095,1.145,2.08,60.16304,24.34002,1853.173,32.0,1.064,0.89,-42.39,0
83,84,343.4423,561.5145,354.6727209,42.445243,10131.97,102.5812,0.9563333333333333,1.15,2.53,54.08052,24.11226,1613.561,31.0,1.15,0.823,-33.57,0
82,83,346.5342,559.1652,354.6727383,42.445284,10369.49,102.9155,0.9626666666666667,1.246,2.66,53.59329,24.20369,1604.97,34.0,1.235,0.876,-36.1,0
83,84,349.5693,556.9002,354.6727428,42.4452606,10097.17,102.3443,0.969,1.246,2.63,53.51569,24.07362,1553.165,32.0,1.18,0.853,-38.19,0
87,88,352.7783,554.6357,354.6727205,42.44527,10387.74,102.6637,0.9753333333333333,1.291,2.96,53.78557,24.13165,1321.808,38.0,1.241,0.92,-39.3,0
85,86,355.6328,552.2484,354.6728137,42.4452891,10234.71,102.738,0.9816666666666667,1.388,3.26,53.73568,24.1534,1388.37,39.0,1.381,0.954,-42.53,0
87,88,358.6989,549.9686,354.6727359,42.4452808,10192.12,102.4882,0.9879999999999999,1.317,2.85,53.89908,24.10319,1569.873,32.0,1.259,0.841,-26.78,0
88,89,361.7122,547.7576,354.6727439,42.4452591,10081.87,102.6615,0.9943333333333334,1.288,2.95,53.69143,24.12687,1404.617,32.0,1.203,0.876,-33.43,0
87,88,364.8201,545.3746,354.6727393,42.4452582,9992.6,102.5225,1.0006666666666666,1.249,2.65,53.43827,24.09847,1319.193,35.0,1.219,0.917,-33.89,0
86,87,367.9643,543.2876,354.6727829,42.4453043,10201.71,102.5597,1.007,1.31,2.82,53.5698,24.11147,1344.527,38.0,1.294,0.926,-37.37,0
96,97,371.2084,540.8789,354.6727255,42.4452529,10231.21,102.6068,1.0133333333333334,1.246,2.43,53.20762,24.13963,1658.739,34.0,1.142,0.923,-29.21,0
126,127,865.2933,377.366,354.6726415,42.4452104,10499.32,103.9254,0.10133333333333333,1.209,2.49,59.32026,24.43687,1505.904,34.0,1.231,0.851,-54.79,0
87,88,374.1783,538.8616,354.6727637,42.4452789,10335.67,102.4861,1.0196666666666665,1.298,2.8,53.29469,24.09844,1612.701,32.0,1.239,0.877,-36.0,0
91,92,376.9872,536.4355,354.6727598,42.4452242,10565.31,102.5405,1.026,1.253,3.03,53.27271,24.09843,1525.194,36.0,1.228,0.896,-20.3,0
92,93,380.2621,534.296,354.6727418,42.4452626,10254.85,102.5671,1.0323333333333333,1.239,2.78,53.03954,24.09617,1403.155,36.0,1.263,0.86,-38.87,0
92,93,383.448,532.1069,354.6727449,42.4452539,10185.59,102.939,1.0386666666666666,1.275,2.69,53.15084,24.16649,1418.927,33.0,1.192,0.898,-32.99,0
89,90,386.5081,529.8981,354.6726981,42.4453194,10446.0,102.4398,1.045,1.336,3.18,53.34983,24.06627,1445.428,35.0,1.316,0.874,-38.05,0
91,92,390.1331,527.8202,354.6726965,42.4452321,10282.5,102.4078,1.0513333333333332,1.183,2.29,53.44833,24.09282,1877.015,31.0,1.09,0.853,-26.29,0
94,95,393.1339,525.5571,354.6727409,42.445282,10214.03,102.3044,1.0576666666666668,1.241,2.62,52.97409,24.05146,1634.094,31.0,1.215,0.818,-36.33,0
98,99,396.1267,523.3873,354.6727381,42.4452598,10324.43,102.5968,1.064,1.254,2.69,53.13541,24.133,1438.034,36.0,1.212,0.916,-30.02,0
97,98,399.346,521.2587,354.6727131,42.4452607,10197.56,102.6546,1.0703333333333331,1.206,2.6,53.27694,24.13806,1673.661,32.0,1.18,0.854,-28.27,0
92,93,402.5895,518.9056,354.6727197,42.4452283,10408.9,102.4635,1.0766666666666667,1.373,2.59,53.12782,24.10165,1532.458,41.0,1.353,0.998,-43.32,0
121,122,863.2089,380.1267,354.6726486,42.4452342,10516.38,103.7692,0.10766666666666666,1.191,2.16,58.91193,24.40446,1804.327,32.0,1.057,0.884,-46.14,0
101,102,405.7498,516.6776,354.6726804,42.4452392,10124.41,102.5051,1.083,1.159,2.2,53.3708,24.08587,1686.642,31.0,1.124,0.872,-34.42,0
