,object_index,x,y,barycenter_ra,barycenter_dec,aperture_flux,aperture_flux_error,time,flux_radius,gaussian_fwhm,background,threshold,flux_max,isoarea_image,prof_rms_major_axis,prof_rms_minor_axis,pos_angle,flags
117,118,278.106,347.1394,354.7809585,42.689818,18528.41,105.0379,0.0,1.409,2.72,63.40821,24.68538,2115.539,49.0,1.326,1.099,-51.2,0
116,117,276.1712,349.8627,354.7808779,42.6898434,18385.4,105.1726,0.006333333333333333,1.334,2.42,62.62099,24.72576,2492.366,47.0,1.237,1.081,-62.03,0
125,126,258.1754,374.6544,354.7809996,42.6898103,18801.18,104.0696,0.06333333333333334,1.376,2.67,60.37502,24.46646,2389.573,49.0,1.306,1.076,-55.51,0
142,143,529.299,381.0337,354.7810407,42.6899101,15149.2,103.4891,0.6459999999999999,1.276,2.3,54.9583,24.33428,2111.52,42.0,1.208,1.001,-53.1,0
150,151,531.2853,378.988,354.7810429,42.6899132,14739.96,103.0399,0.6523333333333333,1.248,2.34,55.08596,24.24154,2129.222,41.0,1.12,1.037,-36.7,0
120,121,513.6519,370.6607,354.7809416,42.6899074,18216.9,103.16,0.6586666666666666,1.28,2.53,55.01669,24.2526,2515.901,45.0,1.207,1.004,-42.65,0
154,155,555.9401,379.2498,354.7810388,42.6899259,11394.92,103.2786,0.665,1.22,2.42,55.01757,24.28477,1636.78,36.0,1.125,0.956,-13.83,0
123,124,558.8932,376.5872,354.7809462,42.6898949,18335.94,102.9622,0.6713333333333332,1.296,2.55,54.74101,24.22324,2541.317,49.0,1.228,1.053,-56.03,0
116,117,561.5992,374.2917,354.7809922,42.689903,18180.63,102.8064,0.6776666666666666,1.12,1.9,54.73557,24.19518,3290.955,44.0,1.106,0.955,-48.23,0
125,126,564.1257,371.8471,354.7809839,42.689909,18427.03,103.0219,0.6839999999999999,1.294,2.86,54.63845,24.21587,2724.453,44.0,1.235,0.956,-40.9,0
125,126,574.5393,343.9553,354.781101,42.6898203,18280.9,102.9324,0.6903333333333334,1.312,2.64,54.51792,24.1991,2544.187,44.0,1.207,1.001,-38.54,0
121,122,256.3358,377.7332,354.7809958,42.6898095,18724.81,103.9872,0.06966666666666667,1.35,2.76,60.3547,24.42118,2232.926,47.0,1.26,1.07,-48.84,0
205,206,608.2698,240.7976,354.7807277,42.6898605,10442.83,103.484,0.6966666666666667,1.211,2.5,54.91755,24.3374,1534.404,46.0,1.84,0.986,-67.38,0
176,177,610.1265,238.6969,354.7811128,42.6897937,8293.059,103.169,0.703,1.221,2.2,54.62222,24.22903,1337.053,33.0,1.071,0.972,-45.56,0
