,object_index,x,y,barycenter_ra,barycenter_dec,aperture_flux,aperture_flux_error,time,flux_radius,gaussian_fwhm,background,threshold,flux_max,isoarea_image,prof_rms_major_axis,prof_rms_minor_axis,pos_angle,flags
97,98,594.2321,484.0671,354.6412717,42.6831502,14431.86,103.4536,0.7156666666666667,1.392,3.07,54.77925,24.31733,1589.27,42.0,1.333,0.981,-41.48,0
97,98,596.9408,481.7374,354.6413136,42.6831386,14404.85,103.3108,0.722,1.281,2.75,54.5858,24.2709,2169.763,40.0,1.215,0.924,-40.0,0
130,131,599.3776,479.6183,354.6413157,42.6831214,5405.582,103.0467,0.7283333333333334,1.04,1.87,55.10423,24.22168,1051.633,22.0,1.005,0.771,-24.79,0
70,71,707.5713,710.5594,354.6412621,42.683105,7106.005,103.9675,0.7346666666666666,1.033,1.84,55.08641,24.42517,1174.271,28.0,0.954,0.893,-33.46,0
55,56,709.6165,708.8941,354.6413473,42.6831713,15244.48,103.0407,0.741,1.248,2.38,54.70726,24.24171,2201.281,40.0,1.232,0.911,-35.85,0
57,58,712.2411,706.3155,354.6413317,42.6831618,14859.51,103.2594,0.7473333333333333,1.25,2.61,54.73085,24.27168,1949.563,40.0,1.235,0.896,-41.36,0
58,59,715.0925,703.957,354.6412921,42.6831477,15047.26,103.3023,0.7536666666666666,1.341,2.85,54.9154,24.2689,1996.971,44.0,1.278,0.97,-30.15,0
160,161,340.9606,148.1946,354.6411689,42.6831744,15119.16,104.5336,0.07599999999999998,1.419,2.82,59.93068,24.58425,1707.195,47.0,1.343,1.066,-45.06,0
31,32,782.7538,861.1313,354.6412723,42.6831461,12350.5,103.634,0.76,1.322,2.6,54.70208,24.35544,1706.327,36.0,1.21,0.977,-66.5,0
31,32,785.0228,859.1307,354.6412884,42.6831487,15134.71,102.8386,0.7663333333333333,1.233,2.16,54.48535,24.18989,2647.708,36.0,1.135,0.888,-29.34,0
27,28,787.8288,856.8937,354.6413238,42.6831727,15147.91,103.4241,0.7726666666666666,1.333,2.58,54.18343,24.3233,2077.068,43.0,1.307,0.959,-43.31,0
29,30,790.5103,854.4753,354.6412852,42.6831805,14975.46,103.4064,0.7789999999999999,1.261,2.47,54.6167,24.2762,1850.798,36.0,1.18,0.935,-25.77,0
30,31,793.3429,852.1145,354.6413347,42.6831951,14940.81,103.3874,0.7853333333333333,1.312,2.76,54.4012,24.2803,1968.522,39.0,1.251,0.909,-39.79,0
28,29,796.1094,849.9117,354.6413201,42.6831812,14968.42,103.0296,0.7916666666666666,1.25,2.26,54.18859,24.19203,2508.296,36.0,1.152,0.874,-25.95,0
29,30,799.0682,847.5392,354.6413258,42.6831938,15298.89,103.1329,0.7979999999999999,1.353,2.81,54.1916,24.22483,1828.495,41.0,1.249,0.994,-40.67,0
36,37,801.8945,845.243,354.6412855,42.6831665,15108.38,103.2538,0.8043333333333332,1.268,2.27,54.20284,24.25749,2393.799,40.0,1.203,0.924,-33.4,0
26,27,805.3405,842.8523,354.6414955,42.6833131,15122.71,103.367,0.8106666666666666,1.649,4.01,54.386,24.30557,1442.799,54.0,1.602,1.132,-30.02,0
34,35,807.7643,840.4531,354.6412983,42.6831717,15358.65,103.3969,0.817,1.249,2.36,54.31018,24.30831,2026.228,38.0,1.126,0.979,-47.24,0
160,161,338.9921,150.915,354.6412112,42.68318,14830.36,104.0692,0.08233333333333333,1.313,2.44,59.93003,24.48803,2183.046,40.0,1.2,1.026,-55.58,0
35,36,810.3428,838.0497,354.6413081,42.6831675,15225.72,102.6887,0.8233333333333334,1.331,2.73,54.46534,24.14607,1997.397,45.0,1.285,0.964,-29.98,0
32,33,813.2571,835.8319,354.6412941,42.6831762,15172.24,102.8473,0.8296666666666666,1.23,2.42,54.28055,24.18764,2389.101,38.0,1.185,0.912,-39.35,0
32,33,816.0228,833.4389,354.6413192,42.6831824,14802.49,102.7616,0.836,1.266,2.48,54.7241,24.15466,2053.644,39.0,1.195,0.933,-18.06,0
28,29,818.9887,831.1207,354.6412854,42.6831754,15189.92,103.0872,0.8423333333333333,1.306,2.83,54.59134,24.24836,2177.747,38.0,1.229,0.895,-34.27,0
30,31,822.2778,828.6631,354.6413269,42.683206,15059.11,103.3297,0.8486666666666667,1.365,2.54,54.71842,24.26676,1962.799,44.0,1.244,1.058,-31.13,0
35,36,824.8024,826.4413,354.641315,42.683188,15149.68,103.2225,0.855,1.329,2.88,54.60645,24.28018,1773.405,38.0,1.297,0.877,-36.23,0
30,31,827.7314,824.0718,354.6413364,42.6831878,15116.8,103.0915,0.8613333333333333,1.287,2.84,54.51456,24.21937,2028.592,35.0,1.208,0.867,-34.91,0
31,32,830.6873,821.6561,354.6414251,42.6832407,15214.44,103.2649,0.8676666666666667,1.429,3.24,54.24739,24.25156,1757.188,43.0,1.405,0.945,-45.76,0
39,40,833.4891,819.7025,354.6413074,42.6831797,14826.15,103.2726,0.874,1.214,2.49,54.37221,24.25335,2107.251,34.0,1.151,0.873,-25.82,0
33,34,836.4257,817.3199,354.6413572,42.6832104,14853.33,102.7064,0.8803333333333332,1.31,2.76,54.8503,24.15024,1799.078,39.0,1.282,0.901,-39.8,0
158,159,336.8076,153.6753,354.6412438,42.6831719,14901.08,104.2258,0.08866666666666666,1.452,2.95,59.87523,24.51184,1803.948,44.0,1.345,1.085,-45.91,0
33,34,839.4097,815.2922,354.6413182,42.6831695,15138.83,103.2708,0.8866666666666667,1.19,2.41,54.38948,24.29154,2272.372,40.0,1.182,0.898,-31.35,0
36,37,842.4012,812.9724,354.6413231,42.6831791,14916.35,102.8584,0.8929999999999999,1.238,2.51,54.24555,24.19883,2317.391,34.0,1.176,0.844,-28.34,0
38,39,845.2045,810.8721,354.6413406,42.6831754,15049.57,103.0969,0.8993333333333333,1.252,2.48,54.69669,24.25064,2365.206,35.0,1.137,0.898,-30.44,0
36,37,848.151,808.4416,354.6413342,42.6831856,15075.87,103.1617,0.9056666666666666,1.249,2.47,54.1214,24.253,1983.721,39.0,1.191,0.916,-27.9,0
28,29,851.4355,806.0508,354.6416377,42.6833495,14870.08,103.5987,0.9119999999999999,1.777,4.65,54.04745,24.35144,1325.099,57.0,1.802,1.13,-44.06,0
33,34,854.035,803.6782,354.6412852,42.6831557,14819.36,102.6036,0.9183333333333333,1.248,2.38,54.51839,24.13033,2226.03,38.0,1.131,0.954,-42.75,0
35,36,856.9341,801.2094,354.6412763,42.683176,15213.93,102.9678,0.9246666666666666,1.35,3.0,54.42887,24.216,2087.386,41.0,1.284,0.926,-38.29,0
42,43,859.856,798.7128,354.6412718,42.6831664,15091.13,103.4009,0.931,1.279,2.7,54.33924,24.28349,1923.372,39.0,1.229,0.907,-40.7,0
39,40,865.813,794.3843,354.6413096,42.6831753,15088.15,103.0392,0.9436666666666665,1.222,2.43,53.90509,24.22422,2194.25,38.0,1.149,0.905,-29.56,0
39,40,868.9269,792.3466,354.6413444,42.6831809,15100.07,102.7237,0.95,1.346,2.79,53.96074,24.13722,1848.713,39.0,1.26,0.946,-34.23,0
161,162,334.661,156.5912,354.6411932,42.6831869,14853.93,103.6395,0.095,1.336,2.49,60.20102,24.37395,2125.795,44.0,1.254,1.056,-54.33,0
38,39,871.9091,789.9125,354.6413473,42.6831927,15136.99,103.0412,0.9563333333333333,1.3,2.67,54.04801,24.19048,2238.292,40.0,1.242,0.888,-30.79,0
35,36,874.9077,787.5908,354.641347,42.6831808,15075.64,103.0921,0.9626666666666667,1.314,2.8,53.52511,24.24952,1956.861,41.0,1.253,0.901,-39.52,0
37,38,878.005,785.3369,354.6413327,42.6831747,14953.0,102.7211,0.969,1.292,2.74,53.49698,24.15796,2096.776,39.0,1.247,0.89,-38.17,0
41,42,881.2217,782.9996,354.6413683,42.6831606,14682.67,102.8632,0.9753333333333333,1.31,2.92,53.82393,24.19997,1926.709,35.0,1.254,0.869,-37.21,0
38,39,884.0704,780.6862,354.6414432,42.6832036,14836.07,103.2795,0.9816666666666667,1.406,3.04,53.68248,24.25071,1888.812,47.0,1.387,0.987,-41.37,0
37,38,887.1384,778.4036,354.6413954,42.6831931,14736.85,102.8414,0.9879999999999999,1.322,2.95,54.3196,24.18626,1826.796,36.0,1.271,0.844,-32.67,0
43,44,890.7173,775.541,354.6418338,42.6833257,19052.48,103.134,0.9943333333333334,1.835,7.93,53.54441,24.22081,3877.707,39.0,2.062,0.852,-44.53,0
42,43,893.1617,773.6854,354.641412,42.6831313,18962.32,102.9786,1.0006666666666666,1.109,1.67,53.44431,24.20568,5130.284,41.0,1.113,0.873,-37.88,0
41,42,895.6622,772.0001,354.6411534,42.6829667,18639.03,102.789,1.007,1.762,7.51,53.35847,24.18679,3850.108,41.0,1.883,0.839,-23.23,0
46,47,899.5839,769.4119,354.6413121,42.68316,14868.68,102.8919,1.0133333333333334,1.25,2.48,53.33353,24.20243,1982.495,39.0,1.186,0.954,-26.27,0
162,163,332.4895,159.3381,354.6412693,42.6831822,14681.18,104.2951,0.10133333333333333,1.444,2.97,59.90948,24.50214,1978.469,43.0,1.397,1.006,-56.12,0
40,41,902.5477,767.356,354.6413396,42.6831745,15053.36,102.9085,1.0196666666666665,1.28,2.71,53.36349,24.19775,2002.745,42.0,1.276,0.909,-29.71,0
46,47,905.4974,764.9727,354.6413772,42.6831736,15012.16,102.9497,1.026,1.244,2.47,53.43085,24.21602,2233.462,37.0,1.198,0.86,-24.19,0
45,46,908.6865,762.7565,354.6413971,42.6831829,15147.79,102.7591,1.0323333333333333,1.326,3.04,52.69408,24.14556,1784.849,39.0,1.325,0.875,-38.97,0
45,46,911.882,760.624,354.6413661,42.6831811,15239.83,102.6071,1.0386666666666666,1.251,2.55,53.4011,24.13117,2154.195,38.0,1.241,0.852,-31.47,0
43,44,914.9622,758.3314,354.6413672,42.6831658,14944.19,102.6388,1.045,1.36,3.08,53.3975,24.13007,2012.219,34.0,1.307,0.854,-35.45,0
45,46,918.5267,756.3202,354.6413425,42.6831509,15082.88,102.8615,1.0513333333333332,1.142,2.24,53.35336,24.14829,2341.664,35.0,1.061,0.902,-30.27,0
47,48,921.5297,754.0702,354.6413851,42.6832032,15173.13,102.5865,1.0576666666666668,1.273,2.78,53.11853,24.10499,2034.071,39.0,1.241,0.885,-36.4,0
51,52,924.5251,751.9523,354.6413444,42.6831825,15087.07,102.8931,1.064,1.291,2.79,53.22277,24.18559,1983.701,41.0,1.23,0.936,-33.95,0
50,51,927.7368,749.7224,354.6413505,42.6831667,14815.67,103.1174,1.0703333333333331,1.239,2.7,53.379,24.2169,2014.492,36.0,1.21,0.859,-29.43,0
47,48,931.0331,747.4352,354.6413489,42.6831588,15010.5,102.952,1.0766666666666667,1.356,2.66,53.10839,24.18233,1854.666,41.0,1.302,0.959,-41.74,0
159,160,330.5419,161.9867,354.6412107,42.6831837,14901.72,103.9728,0.10766666666666666,1.289,2.34,59.31564,24.4437,2404.534,42.0,1.219,1.002,-37.57,0
55,56,934.1484,745.1998,354.6413276,42.683161,15022.46,102.4535,1.083,1.239,2.27,53.21968,24.10783,2403.968,39.0,1.136,0.952,-37.52,0
50,51,937.133,743.2862,354.6413591,42.6831793,14805.0,102.8316,1.0893333333333333,1.301,2.67,53.24904,24.1498,2006.075,37.0,1.237,0.901,-39.25,0
49,50,940.2146,740.7672,354.6413558,42.6831817,15127.48,102.7257,1.0956666666666666,1.31,2.73,52.95734,24.14196,1866.94,42.0,1.269,0.965,-31.88,0
48,49,943.9333,738.5484,354.6413034,42.683168,15109.08,103.1929,1.1019999999999999,1.269,2.3,53.1366,24.24319,2126.122,39.0,1.142,0.997,-29.48,0
49,50,947.1127,736.2913,354.6413448,42.6831985,14986.2,102.8659,1.1083333333333334,1.347,2.98,52.83725,24.14931,1808.026,38.0,1.259,0.933,-29.68,0
51,52,949.8682,734.134,354.6413544,42.6831981,15089.72,102.5254,1.1146666666666667,1.336,2.84,52.75985,24.08213,1904.185,37.0,1.26,0.914,-31.31,0
54,55,952.8971,732.1489,354.6413343,42.6831471,14768.29,103.4073,1.121,1.272,2.16,53.19408,24.27643,2367.957,42.0,1.178,0.966,-24.39,0
53,54,956.732,729.8296,354.6414229,42.6832153,15000.36,102.8755,1.1273333333333333,1.398,3.22,52.50745,24.18999,1637.797,41.0,1.362,0.94,-31.16,0
47,48,959.8842,727.5007,354.6413512,42.6831704,14995.88,102.5694,1.1336666666666666,1.307,2.49,52.79353,24.08397,1811.984,37.0,1.213,0.938,-42.43,0
51,52,962.8974,725.5073,354.6413242,42.6831756,15021.83,102.7751,1.14,1.284,2.6,52.74962,24.14503,2017.837,40.0,1.211,0.916,-32.14,0
158,159,328.4209,164.8363,354.6411939,42.6831856,15065.14,104.045,0.11399999999999999,1.393,2.72,59.33777,24.45634,1709.684,45.0,1.306,1.052,-62.41,0
51,52,966.0979,723.6993,354.6413385,42.6831786,15066.88,102.6697,1.1463333333333332,1.322,2.83,52.87432,24.12453,1927.159,39.0,1.291,0.897,-26.01,0
53,54,969.2889,721.3226,354.641365,42.6831895,14953.21,102.6791,1.1526666666666667,1.317,2.74,52.66192,24.10546,1902.603,40.0,1.236,0.923,-44.91,0
52,53,972.5953,719.2542,354.6413447,42.6831621,14919.76,102.6749,1.159,1.253,2.6,52.59609,24.14283,2110.955,35.0,1.183,0.897,-32.19,0
56,57,975.7281,716.988,354.6413616,42.683193,15055.49,102.381,1.165333333333333,1.264,2.65,52.86194,24.08224,2116.497,41.0,1.201,0.925,-37.56,0
54,55,978.8929,715.1197,354.641348,42.6831738,14888.29,102.5353,1.1716666666666666,1.339,2.65,52.61931,24.07596,2011.381,38.0,1.246,0.932,-32.45,0
50,51,981.9939,712.7972,354.6413626,42.6831758,14977.39,102.5857,1.178,1.326,2.77,53.05428,24.15178,1939.966,36.0,1.243,0.903,-32.21,0
56,57,985.0931,710.8084,354.6414105,42.6832081,15267.17,102.3929,1.1843333333333335,1.326,2.83,53.19847,24.08504,2061.335,41.0,1.261,0.939,-26.04,0
49,50,988.3754,708.6064,354.6413454,42.6831667,15008.79,102.3429,1.1906666666666665,1.298,2.57,52.45007,24.06477,1979.334,35.0,1.199,0.923,-31.19,0
58,59,992.1577,706.4261,354.6413219,42.6831525,15131.35,102.4353,1.1969999999999998,1.279,2.41,52.7751,24.07797,2123.68,39.0,1.166,0.969,-47.54,0
55,56,995.1541,704.4381,354.6412924,42.6831533,15004.55,102.5704,1.2033333333333334,1.299,2.63,53.1531,24.10548,1920.481,41.0,1.212,0.961,-23.13,0
160,161,326.2191,167.4155,354.641222,42.6831789,15100.93,104.3277,0.12033333333333333,1.345,2.38,59.03866,24.52279,2055.252,46.0,1.244,1.117,-63.47,0
50,51,998.5978,702.3474,354.6413678,42.6831935,14847.02,103.2404,1.2096666666666667,1.431,3.58,52.59114,24.28869,1713.323,41.0,1.373,0.933,-30.9,0
61,62,975.4928,671.9634,354.6412658,42.6831137,10201.02,102.8629,1.2603333333333333,1.138,2.05,52.29499,24.18276,1627.766,28.0,0.975,0.906,-38.86,0
78,79,689.3997,677.577,354.641289,42.6831556,7949.006,102.8978,1.2666666666666666,1.105,2.03,51.55776,24.20811,1169.533,30.0,1.023,0.935,-23.46,0
132,133,360.8806,120.2227,354.6412884,42.6832007,14458.25,105.1124,0.012666666666666666,1.635,3.24,62.41938,24.72036,1357.015,65.0,1.776,1.184,-84.0,0
155,156,324.0872,170.1587,354.6412389,42.6831807,14690.62,103.9546,0.12666666666666668,1.404,2.81,59.13311,24.43941,1586.133,41.0,1.283,1.063,-40.44,0
62,63,691.8179,676.0601,354.6413502,42.6831989,14763.4,103.0031,1.273,1.339,2.81,51.67987,24.21573,2009.65,40.0,1.29,0.931,-35.34,0
57,58,694.838,673.8499,354.6412091,42.6831643,14846.66,102.8324,1.2793333333333332,1.378,2.68,51.76483,24.16704,1833.533,43.0,1.347,1.011,-85.41,0
70,71,697.396,671.8139,354.6412887,42.6831343,14855.99,102.1035,1.2856666666666667,1.29,2.98,51.3403,24.02549,2008.593,39.0,1.255,0.903,-26.76,0
68,69,700.4152,669.9208,354.641313,42.683138,14738.43,102.333,1.2919999999999998,1.208,2.22,51.32614,24.07948,2426.044,42.0,1.151,0.934,-27.1,0
70,71,703.4577,667.9603,354.641309,42.6831612,14747.04,102.6178,1.2983333333333333,1.276,2.66,51.57788,24.13369,2037.268,36.0,1.17,0.892,-25.19,0
68,69,706.5161,665.9823,354.6413087,42.6831701,14973.38,102.4737,1.3046666666666666,1.254,2.62,51.75144,24.10831,2191.816,39.0,1.223,0.885,-30.51,0
70,71,709.651,663.7133,354.6413212,42.6831955,14762.73,102.2904,1.311,1.28,2.95,51.62984,24.03542,2222.206,39.0,1.238,0.9,-28.4,0
72,73,712.6638,661.9686,354.641298,42.6831617,14676.4,102.1771,1.3173333333333332,1.273,2.83,51.30925,24.02153,2189.344,37.0,1.224,0.863,-32.64,0
68,69,715.9794,659.8105,354.6413288,42.6831853,15116.95,102.5188,1.3236666666666665,1.294,2.58,51.14987,24.11039,2343.085,41.0,1.276,0.886,-29.65,0
68,69,719.0198,657.9313,354.6413634,42.6832132,14831.33,102.316,1.33,1.367,3.14,51.53821,24.07123,2100.362,43.0,1.362,0.909,-38.83,0
154,155,322.0642,172.9113,354.6412267,42.683179,14934.48,104.13,0.133,1.405,2.94,59.08261,24.45902,1757.012,45.0,1.312,1.082,-42.77,0
73,74,722.1581,655.8631,354.6412935,42.6831798,15036.44,102.4434,1.3363333333333332,1.281,2.65,51.47002,24.0884,2191.341,43.0,1.229,0.948,-25.95,0
68,69,725.3675,653.9838,354.6413342,42.6831832,14638.54,102.19,1.3426666666666665,1.322,2.91,50.9904,24.01608,2058.395,42.0,1.305,0.899,-35.82,0
69,70,728.6523,651.9899,354.6413149,42.6831468,14913.64,102.5395,1.349,1.259,2.49,51.62025,24.10674,2458.454,37.0,1.191,0.896,-26.75,0
73,74,731.7182,649.9894,354.6412803,42.6831512,14718.42,102.3572,1.3553333333333333,1.234,2.62,51.38891,24.08091,2494.618,36.0,1.207,0.865,-35.15,0
71,72,734.9215,647.9124,354.6413682,42.6831655,14821.43,102.6439,1.3616666666666666,1.256,2.35,51.19257,24.0972,2508.184,41.0,1.292,0.898,-39.73,0
73,74,738.2237,645.9437,354.6412998,42.683189,14845.8,102.3158,1.3679999999999999,1.256,2.76,51.24096,24.05415,2408.061,38.0,1.225,0.851,-33.56,0
71,72,741.4944,644.0491,354.6412799,42.6831484,14995.15,102.5241,1.3743333333333332,1.272,2.58,51.06779,24.06483,2240.489,38.0,1.206,0.913,-25.71,0
69,70,744.778,641.9878,354.6413233,42.68318,14554.52,102.6852,1.3806666666666667,1.284,2.83,51.3414,24.141,2172.823,36.0,1.217,0.86,-32.34,0
78,79,748.008,640.0728,354.641284,42.6831624,14891.26,102.2536,1.3869999999999998,1.291,2.68,51.38032,24.05228,2332.625,37.0,1.237,0.857,-19.51,0
71,72,751.7115,638.1492,354.6413239,42.6831972,14902.11,102.5833,1.3933333333333333,1.303,3.08,51.09864,24.09998,1938.019,38.0,1.312,0.826,-22.04,0
154,155,320.0872,175.6683,354.6412121,42.6831816,14927.37,104.3223,0.13933333333333334,1.372,2.64,58.19139,24.49987,1993.286,43.0,1.268,1.061,-41.74,0
79,80,755.3093,636.1668,354.6413117,42.6831799,14955.05,102.7098,1.3996666666666666,1.251,2.94,51.34723,24.14676,2143.105,37.0,1.239,0.853,-32.95,0
70,71,758.6562,634.1594,354.641333,42.6831851,14860.01,102.5963,1.406,1.303,2.79,51.13226,24.12435,2018.505,49.0,1.38,0.985,-37.88,0
67,68,761.8206,632.131,354.6412538,42.683142,14864.38,101.9173,1.4123333333333332,1.326,2.5,50.93365,23.97741,2371.196,40.0,1.33,0.896,-35.44,0
74,75,765.3858,629.9641,354.6413132,42.6831607,14762.91,102.0258,1.4186666666666665,1.257,2.58,50.91743,23.98171,2281.534,37.0,1.208,0.864,-28.94,0
74,75,768.5804,628.1588,354.641295,42.6831693,14761.1,102.2478,1.425,1.214,2.56,50.36783,24.03391,2406.965,37.0,1.213,0.82,-34.97,0
72,73,772.0605,625.7061,354.6412892,42.6831806,15027.01,102.3521,1.4313333333333333,1.275,2.62,50.54465,24.05417,2234.952,38.0,1.235,0.892,-26.73,0
69,70,776.0916,623.6293,354.6412862,42.6831699,14785.87,102.269,1.4376666666666664,1.155,2.07,51.14489,24.04739,2624.329,37.0,1.092,0.894,-34.36,0
78,79,779.2899,621.8556,354.6412951,42.6831598,15107.48,102.3591,1.444,1.207,2.39,50.52205,24.05156,2698.438,40.0,1.186,0.88,-13.39,0
68,69,782.8113,619.7808,354.6413562,42.6832372,14842.88,102.4109,1.4503333333333333,1.431,3.93,50.74828,24.08927,1699.953,40.0,1.417,0.889,-31.03,0
69,70,786.3989,618.0565,354.6412899,42.6831809,15027.77,101.9305,1.4566666666666668,1.424,4.15,50.75454,23.97629,1922.751,43.0,1.407,0.868,-21.59,0
158,159,318.0027,178.2321,354.641229,42.6831708,14734.71,104.0563,0.14566666666666664,1.415,2.75,58.71784,24.46766,1813.644,45.0,1.349,1.048,-45.44,0
70,71,789.8502,616.0328,354.641314,42.6831918,14907.75,102.3114,1.4629999999999999,1.352,3.51,51.10137,24.05312,1921.97,38.0,1.303,0.86,-31.73,0
67,68,793.3801,614.2766,354.6412898,42.6831581,14729.99,101.9621,1.4693333333333332,1.192,2.57,50.69416,23.98797,2163.918,36.0,1.16,0.865,-28.1,0
78,79,796.7855,612.1626,354.6413017,42.6831599,14778.63,102.5315,1.4756666666666667,1.254,2.87,51.21343,24.1006,2242.535,37.0,1.236,0.866,-20.35,0
73,74,800.4644,610.2501,354.6413076,42.6831489,14842.84,102.4124,1.482,1.253,2.73,51.10611,24.0726,2157.368,36.0,1.235,0.849,-35.35,0
69,70,803.5242,608.2029,354.6412861,42.6831611,14963.61,102.2733,1.4883333333333333,1.207,2.5,50.76453,24.05691,2235.225,40.0,1.222,0.866,-21.28,0
74,75,807.3687,606.5455,354.6412933,42.683171,14942.04,102.1368,1.4946666666666666,1.203,2.48,51.05872,24.01631,2312.169,37.0,1.195,0.865,-21.2,0
76,77,810.5993,604.7054,354.6412924,42.6831486,14974.67,101.7412,1.501,1.171,2.48,50.88713,23.94023,2463.917,40.0,1.179,0.873,-15.0,0
78,79,814.5344,603.0336,354.6413009,42.6831766,14957.13,102.4965,1.5073333333333332,1.296,2.73,50.92821,24.10942,2181.777,36.0,1.277,0.829,-24.38,0
82,83,818.0304,600.9657,354.6413222,42.6831796,14958.0,101.9967,1.5136666666666665,1.254,2.63,50.86806,23.97065,2395.482,39.0,1.265,0.835,-22.46,0
72,73,821.6901,598.9099,354.6412634,42.6831372,14967.8,102.6306,1.52,1.373,3.58,51.04229,24.09832,1989.131,42.0,1.322,0.928,-30.02,0
165,166,315.71,181.0872,354.6412053,42.6831934,14775.32,104.0027,0.15199999999999997,1.327,2.68,59.02969,24.4162,2055.558,44.0,1.297,1.004,-41.87,0
78,79,825.1431,597.47,354.6412153,42.6832514,15964.42,102.0368,1.5263333333333333,1.263,7.01,51.47789,23.97159,2570.93,32.0,1.414,0.973,27.55,0
73,74,828.3719,595.4713,354.6412723,42.683152,14629.06,102.3879,1.5326666666666666,1.24,2.99,51.1967,24.07534,1891.445,35.0,1.222,0.843,-19.17,0
74,75,831.8379,593.9598,354.6413187,42.6831541,14741.96,102.3018,1.539,1.243,2.3,51.308,24.03386,2530.177,35.0,1.197,0.82,-25.98,0
64,65,835.7799,592.0074,354.6414725,42.6833556,14737.26,101.8564,1.5453333333333332,1.606,5.27,51.04665,23.95461,1665.711,43.0,1.729,0.817,-18.99,0
72,73,736.8066,646.4685,354.6412533,42.6831369,12385.61,102.5625,1.5516666666666667,1.131,2.3,51.31791,24.12068,1913.979,34.0,1.105,0.89,-20.94,0
71,72,739.6578,645.1511,354.6413002,42.6831648,14930.04,102.2809,1.5579999999999998,1.263,2.82,50.96033,24.05018,2109.197,40.0,1.241,0.898,-36.66,0
70,71,742.8811,643.0583,354.6413117,42.683169,14915.38,102.4353,1.5643333333333331,1.208,2.29,51.13274,24.05671,2612.725,38.0,1.173,0.869,-22.58,0
70,71,745.856,641.3592,354.641274,42.6831535,14687.73,102.3289,1.5706666666666667,1.193,2.5,50.69033,24.06147,2269.934,37.0,1.17,0.865,-27.0,0
72,73,748.9964,639.5355,354.6412695,42.6831296,15099.23,102.3331,1.577,1.184,3.03,50.85209,24.06672,2138.183,40.0,1.189,0.861,-14.01,0
73,74,752.2503,637.7608,354.6413072,42.6831804,14878.16,102.4751,1.5833333333333333,1.26,2.82,50.35093,24.08732,2213.873,37.0,1.232,0.86,-36.42,0
160,161,313.5108,183.7538,354.6412477,42.6831887,14502.53,103.9407,0.15833333333333333,1.348,2.6,58.45436,24.42319,1910.426,45.0,1.28,1.038,-59.74,0
71,72,755.4296,636.0492,354.6412934,42.6831752,14842.96,102.2084,1.5896666666666666,1.231,2.41,50.26484,24.03314,2406.001,40.0,1.237,0.867,-21.4,0
